Source,Target,Type,Weight
过后,文明,Undirected,12
过后,大象,Undirected,120
过后,从现在起,Undirected,118
过后,机器人,Undirected,7
过后,一级,Undirected,122
过后,客服,Undirected,47
全球,特斯拉,Undirected,85
全球,春暖花开,Undirected,13
全球,热线,Undirected,83
全球,智能,Undirected,80
全球,文明,Undirected,68
全球,机器人,Undirected,71
全球,一级,Undirected,25
领域,特斯拉,Undirected,49
领域,春暖花开,Undirected,8
领域,热线,Undirected,84
领域,智能,Undirected,72
领域,文明,Undirected,36
领域,机器人,Undirected,41
领域,一级,Undirected,5
特斯拉,春暖花开,Undirected,4
特斯拉,热线,Undirected,88
特斯拉,智能,Undirected,44
特斯拉,文明,Undirected,36
特斯拉,机器人,Undirected,60
春暖花开,智能,Undirected,4
春暖花开,文明,Undirected,7
春暖花开,大象,Undirected,119
春暖花开,从现在起,Undirected,118
春暖花开,机器人,Undirected,5
春暖花开,一级,Undirected,119
春暖花开,客服,Undirected,44
热线,智能,Undirected,81
热线,文明,Undirected,98
热线,机器人,Undirected,81
智能,文明,Undirected,38
智能,机器人,Undirected,52
文明,机器人,Undirected,29
大象,从现在起,Undirected,121
大象,一级,Undirected,121
大象,客服,Undirected,35
从现在起,一级,Undirected,122
从现在起,客服,Undirected,34
一级,客服,Undirected,34
