内容,主题概率,主题类型
真的 流出 好多 蜜水 好吃,"[(0, 0.05868322), (1, 0.88238853), (2, 0.058928236)]",1
收到 不错 下次 回购,"[(0, 0.07301193), (1, 0.5558353), (2, 0.37115282)]",1
好吃 烟薯 香甜 复购,"[(0, 0.0730129), (1, 0.8447338), (2, 0.0822533)]",1
特别 好吃 糖分 特别 回购,"[(0, 0.059739307), (1, 0.8817828), (2, 0.058477897)]",1
口感 不错 个头 大小 基本一致 回购,"[(0, 0.5228004), (1, 0.079771966), (2, 0.39742765)]",0
好吃 新鲜 孩子 喜欢 回购,"[(0, 0.67008317), (1, 0.26483762), (2, 0.06507926)]",0
收到 好吃 很甜 回购,"[(0, 0.07543386), (1, 0.8469307), (2, 0.07763549)]",1
想象 坏果,"[(0, 0.13136652), (1, 0.11152544), (2, 0.75710803)]",2
好吃 香甜 好评,"[(0, 0.09159104), (1, 0.10144294), (2, 0.806966)]",2
好吃 很甜 个头 不小,"[(0, 0.84710604), (1, 0.07595511), (2, 0.076938875)]",0
描述 流油 蜜薯,"[(0, 0.8152689), (1, 0.09231035), (2, 0.09242076)]",0
味道 确实 不错,"[(0, 0.8227708), (1, 0.085148156), (2, 0.092081085)]",0
好吃 性价比 耒一单,"[(0, 0.81043357), (1, 0.098982856), (2, 0.09058357)]",0
翻车 红薯 香甜,"[(0, 0.08868387), (1, 0.08668423), (2, 0.8246319)]",2
确实 很甜 烤箱 会流 糖水 很软,"[(0, 0.20038271), (1, 0.74840325), (2, 0.051214032)]",1
好吃 个头儿 匀称 性价比,"[(0, 0.45000336), (1, 0.07831379), (2, 0.47168282)]",2
性价比 红薯 小果 几个 不错,"[(0, 0.6867899), (1, 0.24498802), (2, 0.0682221)]",0
不错 真的 好吃 复购 一单,"[(0, 0.06508518), (1, 0.8628195), (2, 0.07209532)]",1
快递 完好无损 番薯 味道 新鲜,"[(0, 0.48186353), (1, 0.44183555), (2, 0.07630088)]",0
东西 收到 不错 流油,"[(0, 0.07543825), (1, 0.07123702), (2, 0.8533247)]",2
特别 蜜汁,"[(0, 0.74400747), (1, 0.14065593), (2, 0.11533659)]",0
很大 确保 重量,"[(0, 0.09348617), (1, 0.0949019), (2, 0.8116119)]",2
物流 速度 好吃 物美价廉 回购,"[(0, 0.539494), (1, 0.4021055), (2, 0.058400538)]",0
红薯 好吃 发货 回购,"[(0, 0.6582733), (1, 0.26197734), (2, 0.079749405)]",0
不错 喜欢 口感 香甜,"[(0, 0.32559788), (1, 0.06929447), (2, 0.6051076)]",2
货真价实 想到 物流,"[(0, 0.5515568), (1, 0.36311913), (2, 0.08532404)]",0
红薯 新鲜 坏果 个头 挺大,"[(0, 0.06404678), (1, 0.056552123), (2, 0.87940115)]",2
好吃 真的 不错,"[(0, 0.096377306), (1, 0.49106887), (2, 0.41255382)]",1
真的 好吃 喜欢 味道,"[(0, 0.68641603), (1, 0.23882543), (2, 0.07475853)]",0
回购 几次 特别 它家 红薯,"[(0, 0.06576109), (1, 0.79093754), (2, 0.14330137)]",1
真的 好吃 两次 一单,"[(0, 0.07027435), (1, 0.860376), (2, 0.06934964)]",1
特别 好吃 完会 回购,"[(0, 0.0707693), (1, 0.86097825), (2, 0.068252385)]",1
价格便宜 个头 不小 好吃,"[(0, 0.850137), (1, 0.07200852), (2, 0.077854425)]",0
好吃 口感 好评,"[(0, 0.0884969), (1, 0.09560961), (2, 0.8158935)]",2
高压锅 特别 好吃 回购,"[(0, 0.07081677), (1, 0.86087596), (2, 0.06830725)]",1
烤箱 真的 超级 好吃 很甜,"[(0, 0.06217581), (1, 0.6099943), (2, 0.32782984)]",1
红薯 红心 好吃,"[(0, 0.09406797), (1, 0.09695525), (2, 0.80897677)]",2
红薯 收到 好吃 回购,"[(0, 0.075272545), (1, 0.4752205), (2, 0.44950694)]",1
新鲜 匀称,"[(0, 0.11366769), (1, 0.11496447), (2, 0.77136785)]",2
红薯 去年 好吃 好吃,"[(0, 0.07681441), (1, 0.63595533), (2, 0.28723025)]",1
分量 没坏,"[(0, 0.44592613), (1, 0.42679846), (2, 0.12727544)]",0
好吃 便宜 无限 回购,"[(0, 0.070483945), (1, 0.8576107), (2, 0.07190532)]",1
地瓜 很甜 黄心 地瓜 适合 物流 速度 挺快,"[(0, 0.620701), (1, 0.33879918), (2, 0.040499773)]",0
想象 喜欢 味道 不错,"[(0, 0.5504362), (1, 0.06763218), (2, 0.38193157)]",0
挺大 不错,"[(0, 0.12299669), (1, 0.11366113), (2, 0.76334214)]",2
地瓜 收到 甜糯 推荐 朋友,"[(0, 0.24931496), (1, 0.68326664), (2, 0.06741842)]",1
回来 没熟 香味,"[(0, 0.0926906), (1, 0.8090834), (2, 0.098226)]",1
满意 回来 两次 特别 好吃,"[(0, 0.060903877), (1, 0.876562), (2, 0.06253414)]",1
东西 收到 挺不错 物流,"[(0, 0.45005262), (1, 0.06968141), (2, 0.480266)]",2
空气 炸锅 真的 好吃,"[(0, 0.07202433), (1, 0.0853532), (2, 0.84262246)]",2
物流 速度 商品 物流 很快,"[(0, 0.8103072), (1, 0.06743543), (2, 0.12225739)]",0
中果 果型 不大不小 果肉,"[(0, 0.6408212), (1, 0.28503236), (2, 0.07414636)]",0
坏果 个头 均匀,"[(0, 0.8093235), (1, 0.08492984), (2, 0.10574667)]",0
不面 地瓜,"[(0, 0.11793324), (1, 0.7653306), (2, 0.11673613)]",1
一大 个头 期待 红薯,"[(0, 0.38132834), (1, 0.068681635), (2, 0.54999)]",2
中果 上次,"[(0, 0.7282738), (1, 0.15105131), (2, 0.12067488)]",0
地瓜 收到 试吃 好吃 好评,"[(0, 0.05825004), (1, 0.08732439), (2, 0.85442555)]",2
拍照 真的 惊喜 很大 个头 太值,"[(0, 0.049743634), (1, 0.049909092), (2, 0.90034723)]",2
香甜 绵软 好吃,"[(0, 0.091689244), (1, 0.1014506), (2, 0.80686015)]",2
喜欢 红薯 收到 东西 大小 均匀 新鲜,"[(0, 0.30017644), (1, 0.04362081), (2, 0.6562028)]",2
菜鸟 驿站 送到 家门口,"[(0, 0.069125056), (1, 0.6681682), (2, 0.26270673)]",1
空气 炸锅 烤红薯 好吃,"[(0, 0.07681281), (1, 0.07435229), (2, 0.84883493)]",2
口感 包装 完好无损,"[(0, 0.11071253), (1, 0.08439924), (2, 0.80488825)]",2
包装 试吃 好吃 新鲜,"[(0, 0.076723926), (1, 0.07521373), (2, 0.8480624)]",2
蜜薯,"[(0, 0.61152613), (1, 0.19466801), (2, 0.19380589)]",0
很甜 好吃 个头 大小 喜欢,"[(0, 0.8749113), (1, 0.062424682), (2, 0.06266402)]",0
好吃 个头 满意,"[(0, 0.09762761), (1, 0.1576784), (2, 0.744694)]",2
好吃 放空气 炸锅 简单,"[(0, 0.07093422), (1, 0.07329077), (2, 0.855775)]",2
菜市场,"[(0, 0.66599554), (1, 0.16704479), (2, 0.16695969)]",0
超级 新鲜 好吃,"[(0, 0.090666816), (1, 0.10051238), (2, 0.8088208)]",2
描述 香甜 好吃,"[(0, 0.78745925), (1, 0.1061777), (2, 0.106363036)]",0
口感 蜜甜 好吃,"[(0, 0.08685611), (1, 0.5341366), (2, 0.37900725)]",1
好吃 特别 流油,"[(0, 0.097258784), (1, 0.81067044), (2, 0.09207075)]",1
红薯 收到 挺大 烤红薯 不错,"[(0, 0.06268177), (1, 0.057448246), (2, 0.87987)]",2
红薯 每次 第一,"[(0, 0.09244985), (1, 0.62310666), (2, 0.2844435)]",1
特别 一口气,"[(0, 0.75705165), (1, 0.1298934), (2, 0.11305491)]",0
第二次 购买 特别,"[(0, 0.087130114), (1, 0.8284828), (2, 0.0843871)]",1
便宜 好吃 甜蜜 无丝 回购,"[(0, 0.08808883), (1, 0.616212), (2, 0.29569912)]",1
烟薯 收到 看着 不错,"[(0, 0.070494175), (1, 0.07086156), (2, 0.85864425)]",2
发货 速度 好吃 值得 购买,"[(0, 0.4495543), (1, 0.4934498), (2, 0.056995925)]",1
大小 正合适 挺甜,"[(0, 0.09056388), (1, 0.08541275), (2, 0.82402337)]",2
烟薯 真的 好吃 经济 实惠,"[(0, 0.059611514), (1, 0.07033831), (2, 0.8700502)]",2
好吃 两次 评价,"[(0, 0.08670337), (1, 0.5228873), (2, 0.39040938)]",1
价格 实惠 质量 保证 烤红薯 甜糯,"[(0, 0.24570914), (1, 0.20142163), (2, 0.55286926)]",2
好吃 香甜可口,"[(0, 0.1159755), (1, 0.768725), (2, 0.11529951)]",1
卖相 整齐 香甜 物流 快捷 满意 好评,"[(0, 0.046994638), (1, 0.043781716), (2, 0.9092236)]",2
个头 挺大 坏果 试吃,"[(0, 0.07653388), (1, 0.06689047), (2, 0.85657567)]",2
地瓜 太好了 大小 均云 五星 好评,"[(0, 0.04956471), (1, 0.30197585), (2, 0.6484595)]",2
味道 确实 不错 推荐,"[(0, 0.637662), (1, 0.28686854), (2, 0.07546945)]",0
货己 收到 值得 购买,"[(0, 0.06791586), (1, 0.5185749), (2, 0.41350922)]",1
个头 均匀 包装 完整 物流 速度 值得 购买,"[(0, 0.69847345), (1, 0.25963575), (2, 0.04189081)]",0
不错 好吃 稀饭 好吃,"[(0, 0.8267996), (1, 0.08745298), (2, 0.085747436)]",0
红薯 好多,"[(0, 0.1226894), (1, 0.4771522), (2, 0.4001584)]",1
新鲜 满意,"[(0, 0.11716061), (1, 0.15166758), (2, 0.7311718)]",2
红薯 空气 炸锅 好吃,"[(0, 0.0726025), (1, 0.07325315), (2, 0.85414433)]",2
好吃 价格 实惠 收到 货后 下单,"[(0, 0.049606115), (1, 0.052462764), (2, 0.8979311)]",2
第二次 回购 很甜,"[(0, 0.09118977), (1, 0.82537067), (2, 0.08343956)]",1
个头 不小 香甜,"[(0, 0.10371985), (1, 0.08567487), (2, 0.8106053)]",2
个头 很大 糖化 等待 烤制,"[(0, 0.5414786), (1, 0.056922514), (2, 0.4015989)]",0
不错 新鲜,"[(0, 0.12081826), (1, 0.11751108), (2, 0.76167065)]",2
第二次 购买 小果 很大 正好,"[(0, 0.5958151), (1, 0.34157017), (2, 0.06261477)]",0
好吃 今晚 两件,"[(0, 0.086724624), (1, 0.51655203), (2, 0.3967233)]",1
真的 便宜 美味,"[(0, 0.08689397), (1, 0.819389), (2, 0.09371705)]",1
好吃 希望 质量,"[(0, 0.09334897), (1, 0.11855371), (2, 0.7880973)]",2
好吃 个头 值得 推荐,"[(0, 0.08132764), (1, 0.62154996), (2, 0.29712245)]",1
收到 很甜 特别 好吃,"[(0, 0.078249454), (1, 0.8431809), (2, 0.07856966)]",1
评价 奖励,"[(0, 0.41828665), (1, 0.11338475), (2, 0.46832857)]",2
地瓜 很大 看着 不错,"[(0, 0.070481606), (1, 0.08378879), (2, 0.84572965)]",2
无限 回购 一款 产品 超级,"[(0, 0.05677546), (1, 0.73530763), (2, 0.20791692)]",1
一餐 大小 合适 味道 好极了,"[(0, 0.46435633), (1, 0.056583907), (2, 0.4790598)]",2
真的 好吃 空气 炸锅,"[(0, 0.07202433), (1, 0.0853479), (2, 0.8426278)]",2
很好 蜜薯 煮粥 很甜,"[(0, 0.08439534), (1, 0.54706013), (2, 0.36854455)]",1
质量 大小 规整 发货 速度,"[(0, 0.5125323), (1, 0.056872208), (2, 0.4305955)]",0
蜜薯 不错 甜而不腻 回忆,"[(0, 0.85631925), (1, 0.06951014), (2, 0.07417057)]",0
红薯 超级 回购,"[(0, 0.09130047), (1, 0.33592683), (2, 0.5727727)]",2
红薯 收到 不错 好吃 回购,"[(0, 0.06359495), (1, 0.36800346), (2, 0.56840163)]",2
烟薯 软甜 好吃 五星 好评,"[(0, 0.25875893), (1, 0.06338963), (2, 0.6778514)]",2
不错 空气 炸锅 半小时 好吃,"[(0, 0.059613325), (1, 0.060357515), (2, 0.88002914)]",2
红薯 大小 合适 正宗 烟薯,"[(0, 0.0664974), (1, 0.06467128), (2, 0.86883134)]",2
地瓜 超级 好吃,"[(0, 0.08770668), (1, 0.44730875), (2, 0.46498457)]",2
收到 超级 好吃,"[(0, 0.09036042), (1, 0.09977964), (2, 0.80985993)]",2
坏果 个头 挺大,"[(0, 0.105282456), (1, 0.08370707), (2, 0.8110105)]",2
特别 好吃 软甜 超级,"[(0, 0.5906991), (1, 0.08888321), (2, 0.3204177)]",0
端阳 大姐 喜欢,"[(0, 0.34184197), (1, 0.08657087), (2, 0.57158715)]",2
收到 东西 放心 购买,"[(0, 0.072173305), (1, 0.44623506), (2, 0.4815916)]",2
超级 好吃 很甜 吃起,"[(0, 0.086338095), (1, 0.39061293), (2, 0.52304894)]",2
回购 会流 蜜油 那种,"[(0, 0.08010857), (1, 0.84969217), (2, 0.07019925)]",1
下次 光临 买家 服务态度,"[(0, 0.4721182), (1, 0.4588293), (2, 0.069052465)]",0
描述 相符 情况 推荐 值得 信赖,"[(0, 0.47846356), (1, 0.4735577), (2, 0.04797871)]",0
习惯性 好评 实际上 果肉 很美,"[(0, 0.059485458), (1, 0.05675822), (2, 0.88375634)]",2
很甜 好吃 下次 再来 复购,"[(0, 0.059988964), (1, 0.69205433), (2, 0.24795671)]",1
地瓜 收到 早上 几个 好吃,"[(0, 0.05825871), (1, 0.55305827), (2, 0.38868305)]",1
好吃 主播,"[(0, 0.123493224), (1, 0.7611468), (2, 0.11536001)]",1
质量 直流 糖浆,"[(0, 0.085704714), (1, 0.085572205), (2, 0.8287231)]",2
熬粥 甜度,"[(0, 0.11205936), (1, 0.11233098), (2, 0.7756097)]",2
第一次 红薯,"[(0, 0.169713), (1, 0.13810508), (2, 0.6921819)]",2
红薯 挺好吃,"[(0, 0.122855775), (1, 0.47786623), (2, 0.399278)]",1
个头 另一家,"[(0, 0.76236206), (1, 0.111205034), (2, 0.1264329)]",0
很漂亮 红薯 完整无损 下午 蜜薯,"[(0, 0.06397663), (1, 0.5170146), (2, 0.4190087)]",1
不错 收到 三个 推荐 购买,"[(0, 0.36448377), (1, 0.5488046), (2, 0.08671163)]",1
特别 好吃 下次,"[(0, 0.08936081), (1, 0.82236254), (2, 0.088276625)]",1
回购 好吃 好评,"[(0, 0.08864354), (1, 0.5166621), (2, 0.39469427)]",1
很漂亮 第二次 复购,"[(0, 0.08456567), (1, 0.8315797), (2, 0.08385464)]",1
坏果 价格,"[(0, 0.13331035), (1, 0.11138149), (2, 0.75530815)]",2
烟薯 收到 个头 看着 不错 值得 购买,"[(0, 0.044762388), (1, 0.3370953), (2, 0.61814237)]",2
描述 相符 情况 好吃 地瓜 很甜,"[(0, 0.70088804), (1, 0.24919078), (2, 0.049921192)]",0
大小 均匀 不费 明天 考来,"[(0, 0.063739486), (1, 0.24905388), (2, 0.6872067)]",2
地瓜 收到 新鲜 很甜 好吃,"[(0, 0.062251244), (1, 0.8596368), (2, 0.07811194)]",1
真的 很甜 烤箱 真的 那种,"[(0, 0.06537139), (1, 0.87500554), (2, 0.05962313)]",1
红薯 真心 不错 特别 好吃,"[(0, 0.07225441), (1, 0.20955461), (2, 0.71819097)]",2
服务态度 性价比 包装 完美,"[(0, 0.8360468), (1, 0.075923204), (2, 0.08802995)]",0
你家 红薯 真的 好吃,"[(0, 0.074711405), (1, 0.63689053), (2, 0.2883981)]",1
红薯 收到 光滑 质量 价格 优惠,"[(0, 0.049205083), (1, 0.048286878), (2, 0.902508)]",2
烤起 好吃 很甜 改天,"[(0, 0.082674555), (1, 0.5473058), (2, 0.37001958)]",1
物流 速度 性价比,"[(0, 0.83213454), (1, 0.08339987), (2, 0.0844656)]",0
地瓜 好吃 赶紧 下单,"[(0, 0.06910292), (1, 0.40988794), (2, 0.52100915)]",2
蜜薯 很甜 放空气 炸锅,"[(0, 0.42306724), (1, 0.077481605), (2, 0.49945116)]",2
宝贝 收到 好吃 家人 喜欢,"[(0, 0.51926565), (1, 0.06145073), (2, 0.41928363)]",0
包装 完好 实物 相符 放心 购买,"[(0, 0.6090712), (1, 0.337359), (2, 0.053569805)]",0
物流 超快 烟薯 好吃 甜糯,"[(0, 0.5192319), (1, 0.06292726), (2, 0.41784087)]",0
大小 均匀 包装 高级,"[(0, 0.08896746), (1, 0.07122773), (2, 0.8398048)]",2
第三次 回购 质量 口感,"[(0, 0.068166286), (1, 0.4864645), (2, 0.4453692)]",1
红薯 收到 看着 大小 均匀 期待 味道,"[(0, 0.1886946), (1, 0.043456323), (2, 0.7678491)]",2
新鲜 伤皮 包装,"[(0, 0.10054681), (1, 0.09005864), (2, 0.8093946)]",2
主播 红薯,"[(0, 0.7028444), (1, 0.14771737), (2, 0.14943825)]",0
红薯 表皮 起皱 不知 原因 习惯 好评,"[(0, 0.044548348), (1, 0.09744015), (2, 0.8580115)]",2
介绍 满意,"[(0, 0.112848), (1, 0.76989245), (2, 0.117259525)]",1
烟薯 适合 甜蜜 百吃 不厌,"[(0, 0.5285181), (1, 0.4093912), (2, 0.062090706)]",0
个头 大小 正好,"[(0, 0.8172299), (1, 0.085176565), (2, 0.09759355)]",0
果大 香甜 无坏 好评,"[(0, 0.073139675), (1, 0.06797254), (2, 0.85888773)]",2
红薯 个头 特别,"[(0, 0.77410245), (1, 0.0924988), (2, 0.13339877)]",0
没想到 漂亮 回购,"[(0, 0.089558184), (1, 0.5864922), (2, 0.32394964)]",1
物流 服务到位 好评,"[(0, 0.548104), (1, 0.083587036), (2, 0.36830902)]",0
描述 相符 情况 收到 红薯 放心,"[(0, 0.6893705), (1, 0.1982128), (2, 0.1124167)]",0
红薯 好吃 很甜 一单,"[(0, 0.8190641), (1, 0.10360802), (2, 0.077327855)]",0
红薯 甜香,"[(0, 0.11624981), (1, 0.112066545), (2, 0.77168363)]",2
中果 收到 挺大 一共,"[(0, 0.08976877), (1, 0.07127038), (2, 0.8389608)]",2
甜度 适合,"[(0, 0.34005317), (1, 0.11288149), (2, 0.5470654)]",2
好吃 烟薯,"[(0, 0.12293908), (1, 0.74282426), (2, 0.13423671)]",1
描述 相符 情况 服务态度 地瓜 描述,"[(0, 0.7971856), (1, 0.15282308), (2, 0.049991317)]",0
中果 个头 新鲜 好评,"[(0, 0.073880546), (1, 0.06781477), (2, 0.8583047)]",2
红薯 很甜 好吃 一箱,"[(0, 0.8462601), (1, 0.07688877), (2, 0.07685122)]",0
个头 你家 好吃,"[(0, 0.10389721), (1, 0.50916374), (2, 0.38693908)]",1
红薯 收到 大小 正齐,"[(0, 0.0756405), (1, 0.07185761), (2, 0.8525019)]",2
果子 不小 品种 适合,"[(0, 0.5881891), (1, 0.06678258), (2, 0.34502825)]",0
发货 红薯 品质 价格 亲民,"[(0, 0.6545058), (1, 0.062096324), (2, 0.28339788)]",0
不小 新鲜,"[(0, 0.13701844), (1, 0.115382224), (2, 0.7475993)]",2
个头 下以 回购,"[(0, 0.6386766), (1, 0.26219645), (2, 0.09912699)]",0
大小 匀称 口感,"[(0, 0.08799341), (1, 0.08536051), (2, 0.8266461)]",2
红薯 挺好吃 太小,"[(0, 0.09227442), (1, 0.6374132), (2, 0.2703124)]",1
芸琪 直播间 好吃,"[(0, 0.08859971), (1, 0.8238297), (2, 0.08757057)]",1
甜會 品質,"[(0, 0.12228008), (1, 0.7575332), (2, 0.1201867)]",1
红薯 很大 新鲜 坏果,"[(0, 0.077194795), (1, 0.068031475), (2, 0.85477376)]",2
收到 红薯 干净 漂亮,"[(0, 0.06941317), (1, 0.068905205), (2, 0.86168164)]",2
说实话 真的 物美价廉,"[(0, 0.33749914), (1, 0.5740208), (2, 0.08848007)]",1
红薯 口感 细腻,"[(0, 0.08575535), (1, 0.08385275), (2, 0.83039194)]",2
大小 均匀 质量,"[(0, 0.09706956), (1, 0.08756799), (2, 0.81536245)]",2
物流 速度 服务态度,"[(0, 0.832098), (1, 0.08343626), (2, 0.0844657)]",0
吸溜 那种,"[(0, 0.7655284), (1, 0.119615644), (2, 0.11485595)]",0
第二次 购买 建议,"[(0, 0.099203624), (1, 0.5710059), (2, 0.3297905)]",1
性价比 便宜 好吃 空气 炸锅 合适,"[(0, 0.25617155), (1, 0.051784866), (2, 0.6920436)]",2
收到 蛮好,"[(0, 0.11646826), (1, 0.70161974), (2, 0.18191198)]",1
直播间 购买,"[(0, 0.111612), (1, 0.77611756), (2, 0.11227042)]",1
不错 两个 很甜,"[(0, 0.8193753), (1, 0.08923693), (2, 0.09138774)]",0
果偏 一点,"[(0, 0.7628824), (1, 0.11760553), (2, 0.11951208)]",0
烟薯 性价比 放心 购买,"[(0, 0.3037001), (1, 0.6235498), (2, 0.07275006)]",1
红薯 烤熟 口感,"[(0, 0.08642181), (1, 0.08603223), (2, 0.82754594)]",2
味道 不错 糖心,"[(0, 0.38794777), (1, 0.08549397), (2, 0.5265583)]",2
个头 均匀 不知 正宗 几天,"[(0, 0.075693846), (1, 0.061495177), (2, 0.862811)]",2
第二次 回购 绝子,"[(0, 0.38531607), (1, 0.53116506), (2, 0.08351888)]",1
收到 习惯 好评,"[(0, 0.08437888), (1, 0.084979534), (2, 0.83064157)]",2
无烂果 个头 适中 甜份 值高 值得,"[(0, 0.049356636), (1, 0.26149398), (2, 0.6891494)]",2
挺好 下次 回购,"[(0, 0.36685994), (1, 0.5466133), (2, 0.08652679)]",1
烤箱 烤熟 焦黄 冒油,"[(0, 0.40033257), (1, 0.0956845), (2, 0.50398296)]",2
地瓜 收到 客服 态度 喜欢,"[(0, 0.24465403), (1, 0.69172895), (2, 0.063617)]",1
东西 不错 可口 良心 卖家,"[(0, 0.17877045), (1, 0.27694178), (2, 0.5442878)]",2
品相 口感 好吃,"[(0, 0.46979162), (1, 0.09579573), (2, 0.43441266)]",0
买大 新鲜 包装 损坏,"[(0, 0.8313725), (1, 0.071248256), (2, 0.09737927)]",0
大小 合适 包装 特别 破损,"[(0, 0.22461456), (1, 0.068260714), (2, 0.70712477)]",2
不错 蜜薯 好评,"[(0, 0.09629926), (1, 0.0893122), (2, 0.8143885)]",2
好吃 美味,"[(0, 0.11596921), (1, 0.76872927), (2, 0.115301505)]",1
蜜薯 特别 均匀 实体店,"[(0, 0.8524082), (1, 0.075141646), (2, 0.072450146)]",0
地瓜 收到 大小 合适,"[(0, 0.070594445), (1, 0.09227209), (2, 0.83713347)]",2
特别 好吃 性价比,"[(0, 0.79356426), (1, 0.11815514), (2, 0.0882806)]",0
个头 大小 均匀 价格 实惠,"[(0, 0.062205903), (1, 0.05699144), (2, 0.8808027)]",2
红薯 质量 值得 购买 描述 相符,"[(0, 0.42512557), (1, 0.33865198), (2, 0.23622243)]",0
很快,"[(0, 0.6581893), (1, 0.16713026), (2, 0.17468046)]",0
做成 烤红薯 真的 好吃,"[(0, 0.6358426), (1, 0.28604898), (2, 0.07810847)]",0
终于 买到 烟薯 好吃,"[(0, 0.071115196), (1, 0.07735141), (2, 0.8515334)]",2
地瓜 收到 个头 均匀 无坏,"[(0, 0.06009792), (1, 0.06764607), (2, 0.872256)]",2
服务态度 红薯 好吃,"[(0, 0.7987878), (1, 0.09490609), (2, 0.10630614)]",0
红薯 不错 个头 均匀 价格 便宜 值得 购买,"[(0, 0.041101202), (1, 0.27974993), (2, 0.6791489)]",2
收到 超级 超级 好吃 复购,"[(0, 0.058418524), (1, 0.30029112), (2, 0.64129037)]",2
不错 包装 完整 中果 果子 干净 新鲜,"[(0, 0.048717573), (1, 0.042742085), (2, 0.90854037)]",2
不错 很甜 超级 好吃,"[(0, 0.42900923), (1, 0.09072043), (2, 0.48027036)]",2
服务态度 物流 性价比 包装,"[(0, 0.86388624), (1, 0.066860564), (2, 0.06925322)]",0
红薯 好吃 没丝,"[(0, 0.09733328), (1, 0.5368583), (2, 0.36580834)]",1
不错 大小 合适 适合,"[(0, 0.12762912), (1, 0.0684425), (2, 0.8039284)]",2
好吃 广告 颜色 香甜,"[(0, 0.8373026), (1, 0.07688847), (2, 0.085808925)]",0
商家 服务态度 物流 特别 满意,"[(0, 0.54658836), (1, 0.39425346), (2, 0.059158154)]",0
中果 个头 空气 炸锅 真甜,"[(0, 0.06177072), (1, 0.21819457), (2, 0.7200347)]",2
烟薯 收到 个头 均匀 果子 新鲜 无坏 满意,"[(0, 0.03956564), (1, 0.04002133), (2, 0.9204131)]",2
不错 物流 很快 商品 不错 五分,"[(0, 0.21853441), (1, 0.049617756), (2, 0.7318478)]",2
品质 份量 中果 很大 价格便宜,"[(0, 0.86737764), (1, 0.062295705), (2, 0.07032667)]",0
商家 小果,"[(0, 0.5352802), (1, 0.35153165), (2, 0.11318812)]",0
五星 好评 物流 很快,"[(0, 0.30315477), (1, 0.066862844), (2, 0.6299824)]",2
大好,"[(0, 0.1673638), (1, 0.6654488), (2, 0.16718742)]",1
好吃 描述 相符,"[(0, 0.81969607), (1, 0.09320326), (2, 0.08710064)]",0
很大 饱满,"[(0, 0.116983704), (1, 0.112514), (2, 0.7705023)]",2
甜度,"[(0, 0.16951615), (1, 0.17041226), (2, 0.6600716)]",2
烤箱 很甜,"[(0, 0.12841989), (1, 0.7508076), (2, 0.12077254)]",1
很甜 很绝,"[(0, 0.6640311), (1, 0.14521152), (2, 0.19075741)]",0
回购 两箱 不错 很甜,"[(0, 0.10214693), (1, 0.81390715), (2, 0.0839459)]",1
回购 产品 好吃,"[(0, 0.08718363), (1, 0.8269374), (2, 0.08587899)]",1
红薯 满甜,"[(0, 0.12558584), (1, 0.2965383), (2, 0.5778759)]",2
好吃 甜糯,"[(0, 0.74231726), (1, 0.13825974), (2, 0.11942302)]",0
收到 没来,"[(0, 0.11383513), (1, 0.13212116), (2, 0.75404376)]",2
很好 番薯,"[(0, 0.11211662), (1, 0.4568883), (2, 0.43099508)]",1
蛮甜,"[(0, 0.17071211), (1, 0.661542), (2, 0.16774593)]",1
特别 打算 回购,"[(0, 0.51270866), (1, 0.4030622), (2, 0.08422915)]",0
