页面网址,关键词,名称,名称链接,名称ID,内容1,内容2,是否回复,回复,回复用户链接,包含短链,图片url_1,图片url_2,视频url,推文链接,发布时间,发表时间,转推数,评论数,点赞数,标签,转发的原文内容,转发的原文图片url,原文名称,原文名称ID,原文名称链接,原文时间,原文发布时间,clearn_comment,entropy_values,主题概率,主题类型
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"3 Million ; Counting!

#BYD's 3 millionth NEV (#electricvehicle ; #pluginhybrid) rolled off the production lines, we are proud to celebrate this great accomplishment with you!

#electriccars #EVNews #buildyourdreams",,,,,,https://pbs.twimg.com/media/Fh3snSaVIAEpJH4?format=jpg&name=small；,"https://pbs.twimg.com/media/Fh3snSaVIAEpJH4?format=jpg&name=small；_x000D_
https://pbs.twimg.com/media/Fh3snSYUoAAUNxy?format=jpg&name=4096x4096；_x000D_
https://pbs.twimg.com/media/Fh3snSZUAAAlDyK?format=jpg&name=4096x4096；",,https://twitter.com/BYDCompany/status/1593690289301905408,Nov 19,2022-11-18T19:39:08.000Z,17,11,79,"#BYD;_x000D_
#electricvehicle;_x000D_
#pluginhybrid;_x000D_
#electriccars;_x000D_
#EVNews;_x000D_
#buildyourdreams;",,,,,,,,counting millionth nev rolled production line celebrate accomplishment,3.0,"[(0, 0.018521694), (1, 0.018536605), (2, 0.018686688), (3, 0.018521283), (4, 0.9071513), (5, 0.018582502)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,Join BYD Brazil's Live-Stream—Happening Now!,"Quote Tweet
BYD
@BYDCompany
·
Nov 17
Big News Being Live-streamed From BYD Brazil

We would like to invite you to BYD Brazil's New Energy Night Event—Stay tuned...

#electricvehicle #ev #EVNews #autonews #auto #brazil 

https://youtube.com/watch?v=XheihRsGYMQ…",,,,,,,,https://twitter.com/BYDCompany/status/1593013072767352835,Nov 17,2022-11-16T22:48:07.000Z,3,2,20,,"Big News Being Live-streamed From BYD Brazil

We would like to invite you to BYD Brazil's New Energy Night Event—Stay tuned...

#electricvehicle #ev #EVNews #autonews #auto #brazil 

https://youtube.com/watch?v=XheihRsGYMQ…",,BYD,@BYDCompany,https://twitter.com/BYDCompany,2022-11-16 21:52:31,Nov 17,join byd brazil livestream happening,2.321928094887362,"[(0, 0.027867015), (1, 0.027815755), (2, 0.86011684), (3, 0.028379997), (4, 0.02789901), (5, 0.027921388)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,BYD Brazil's Live-Stream Event in Spanish:,,是,@TaylorOgan,https://twitter.com/TaylorOgan；,https://twitter.com/TaylorOgan；,,,,https://twitter.com/BYDCompany/status/1593001245106900992,Nov 17,2022-11-16T22:01:08.000Z,1,0,3,,,,,,,,,byd brazil livestream event spanish,2.321928094887362,"[(0, 0.027813274), (1, 0.027817007), (2, 0.027954217), (3, 0.8607194), (4, 0.027864661), (5, 0.027831487)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Big News Being Live-streamed From BYD Brazil

We would like to invite you to BYD Brazil's New Energy Night Event—Stay tuned...

#electricvehicle #ev #EVNews #autonews #auto #brazil","youtube.com
B Y D: New Energy Night - EN
An electrifying night, full of technology, sustainability and energy!An event with the presence of journalists, dealers, influencers and special guests.The e...",,,,,,,,https://twitter.com/BYDCompany/status/1592999077159268353,Nov 17,2022-11-16T21:52:31.000Z,14,3,40,"#electricvehicle;_x000D_
#ev;_x000D_
#EVNews;_x000D_
#autonews;_x000D_
#auto;_x000D_
#brazil;",,,,,,,,news livestreamed byd brazil invite byd brazil energy night event stay tuned,3.2516291673878226,"[(0, 0.012837211), (1, 0.012838303), (2, 0.012852695), (3, 0.9355661), (4, 0.01289328), (5, 0.013012401)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"#BYD's 3,000,000th NEV (#electricvehicle ; #pluginhybrid) Rolled Off the Production Lines

We are proud to celebrate this great accomplishment with you!

We will continue to support the acceleration of the #EV industry, providing green mobility solutions to all.

#BuildYourDreams",,,,,,https://pbs.twimg.com/media/FhtGlzFVIAAPknb?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1592947027675340802,Nov 17,2022-11-16T18:25:41.000Z,14,3,75,"#BYD;_x000D_
#electricvehicle;_x000D_
#pluginhybrid;_x000D_
#EV;_x000D_
#BuildYourDreams;",,,,,,,,nev rolled production line celebrate accomplishment continue support acceleration industry providing green mobility solution,3.8073549220576055,"[(0, 0.011127663), (1, 0.011173798), (2, 0.01124562), (3, 0.011189643), (4, 0.94401044), (5, 0.011252838)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"1 day to go until the release of BYD's 3,000,000th NEV! 

#BYD #BuildYourDreams #electricvehicle",,,,,,https://pbs.twimg.com/media/Fhn0yQKVIAA0xG9?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1592573176537837570,Nov 16,2022-11-15T17:40:08.000Z,13,2,68,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#electricvehicle;",,,,,,,,day release byds nev,2.0,"[(0, 0.033367608), (1, 0.6101299), (2, 0.2558249), (3, 0.0336208), (4, 0.03353938), (5, 0.033517446)]",1
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"A Light ; Rhythmic Car that Follows Your Heart | #BYD Yuan Plus EV

Incorporating a new rhythm ; sporty design language in the interior.

Unleash the extraordinary power that resides within you!

#BuildYourDreams #AwakenYourEnergy #ElectricVehicles",,,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1592288560971149312,Nov 15,2022-11-14T22:49:10.000Z,15,2,63,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#AwakenYourEnergy;_x000D_
#ElectricVehicles;",,,,,,,,light rhythmic car heart yuan ev incorporating rhythm sporty design language interior unleash extraordinary power resides,4.0,"[(2, 0.95086485)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"BYD has signed a partnership with LEAL Group, a major automotive dealership in Mauritius. 

We look forward to continuing to assist with the integration of our NEVs into the beautiful island.

#BYD #BuildYourDreams",,,,,,https://pbs.twimg.com/media/FhU7qWsUAAE59MA?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1591246064065318912,Nov 12,2022-11-12T01:46:40.000Z,6,5,78,"#BYD;_x000D_
#BuildYourDreams;",,,,,,,,byd signed partnership leal major automotive dealership mauritius forward continuing assist integration nevs beautiful island,3.906890595608518,"[(0, 0.010445282), (1, 0.9477092), (2, 0.010464514), (3, 0.01045525), (4, 0.010470369), (5, 0.010455368)]",1
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"A Light ; Rhythmic Car that Follows Your Heart | #BYD Yuan Plus EV

Incorporating a new rhythm ; sporty design language in the interior.

Unleash the extraordinary power that resides within you!

#BuildYourDreams #AwakenYourEnergy #ElectricVehicles","0:40
1,438 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1592288560971149312,Nov 15,2022-11-14T22:49:10.000Z,15,2,63,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#AwakenYourEnergy;_x000D_
#ElectricVehicles;",,,,,,,,light rhythmic car heart yuan ev incorporating rhythm sporty design language interior unleash extraordinary power resides,4.0,"[(2, 0.9508652)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"A Light ; Rhythmic Car that Follows Your Heart | #BYD Yuan Plus EV

Incorporating a new rhythm ; sporty design language in the interior.

Unleash the extraordinary power that resides within you!

#BuildYourDreams #AwakenYourEnergy #ElectricVehicles","1,438 views
0:07 / 0:47",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1592288560971149312,Nov 15,2022-11-14T22:49:10.000Z,15,2,63,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#AwakenYourEnergy;_x000D_
#ElectricVehicles;",,,,,,,,light rhythmic car heart yuan ev incorporating rhythm sporty design language interior unleash extraordinary power resides,4.0,"[(2, 0.95086443)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"A seaside party powered by BYD 

#BYD #BuildYourDreams",,,,,,https://pbs.twimg.com/media/FhRadM8VEAAcmrm?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1590996029717237761,Nov 11,2022-11-11T09:13:07.000Z,8,4,69,"#BYD;_x000D_
#BuildYourDreams;",,,,,,,,seaside party powered byd,2.0,"[(0, 0.033527635), (1, 0.03344127), (2, 0.83262295), (3, 0.033483855), (4, 0.03348534), (5, 0.033438943)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"First Public Debut of BYD’s Newest Type A 100% Electric School Bus! 

See how BYD harnessed decades of battery technology experience to innovate school transportation

See you at TSD Conference ; Trade Show in Frisco, Texas #BuildYourDreams",,,,,,https://pbs.twimg.com/media/FhO_aX0VUAA0tId?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1590825557503401985,Nov 11,2022-11-10T21:55:43.000Z,13,1,59,#BuildYourDreams;,,,,,,,,public debut byd type electric school bus byd harnessed decade battery technology experience innovate school transportation tsd conference trade frisco texas,4.201841232302569,"[(3, 0.9619417)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"BYD Unveils Singapore's First Blade Battery Powered Bus at #SITCE

Proud to unveil our Blade Battery Powered Bus to Singapore as we continue to offer safer and greener #transportation solutions around the world.

Read More: https://en.byd.com/news/byd-unveils-singapores-first-blade-battery-powered-bus-at-sitce/…

#BuildYourDreams #zeroemission",,,,,,https://pbs.twimg.com/media/FhKW9SJVEAEUdBF?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1590508884233715715,Nov 10,2022-11-10T00:57:22.000Z,16,3,61,"#SITCE;_x000D_
#transportation;_x000D_
#BuildYourDreams;_x000D_
#zeroemission;",,,,,,,,byd unveils singapore blade battery powered bus unveil blade battery powered bus singapore continue offer safer greener solution read,3.7216117239699,"[(3, 0.9580568)]",3
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"In October 2022, BYD successfully sold 217,816 NEVs to the global market, a YoY increase of 142.2%! 

Let’s take a moment to appreciate a breath of fresh air as more NEV hit the road. 

#BYD #BuildYourDreams #NEV",,,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1588236556833198081,Nov 4,2022-11-03T18:27:57.000Z,55,13,160,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#NEV;",,,,,,,,october byd sold nevs global market yoy increase moment breath fresh air nev hit road,3.906890595608518,"[(0, 0.010429095), (1, 0.01045143), (2, 0.94776833), (3, 0.010444364), (4, 0.010457525), (5, 0.01044925)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"Inspired the beauty of music and the spirit of athleticism, the interior of BYD YUAN PLUS brings you a unprecedented driving experience that awakens your wildest dreams.

#BYD #ElectricVehicles #Sustainability #GreenMobility",,,,,,https://pbs.twimg.com/media/FgnFevRUcAAVVDb?format=jpg&name=small；,,,https://twitter.com/BYDCompany/status/1588017575845306370,Nov 3,2022-11-03T03:57:48.000Z,8,4,48,"#BYD;_x000D_
#ElectricVehicles;_x000D_
#Sustainability;_x000D_
#GreenMobility;",,,,,,,,inspired beauty music spirit athleticism interior byd yuan brings unprecedented driving experience awakens wildest dream,3.906890595608518,"[(0, 0.010442873), (1, 0.010424596), (2, 0.010497059), (3, 0.010465776), (4, 0.9477375), (5, 0.010432169)]",4
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"In October 2022, BYD successfully sold 217,816 NEVs to the global market, a YoY increase of 142.2%! 

Let’s take a moment to appreciate a breath of fresh air as more NEV hit the road. 

#BYD #BuildYourDreams #NEV","0:22
4,395 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1588236556833198081,Nov 4,2022-11-03T18:27:57.000Z,55,13,160,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#NEV;",,,,,,,,october byd sold nevs global market yoy increase moment breath fresh air nev hit road,3.906890595608518,"[(0, 0.0104290955), (1, 0.010451632), (2, 0.94776875), (3, 0.010444359), (4, 0.010457006), (5, 0.0104491925)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"In October 2022, BYD successfully sold 217,816 NEVs to the global market, a YoY increase of 142.2%! 

Let’s take a moment to appreciate a breath of fresh air as more NEV hit the road. 

#BYD #BuildYourDreams #NEV","0:16
4,395 views",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1588236556833198081,Nov 4,2022-11-03T18:27:57.000Z,55,13,160,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#NEV;",,,,,,,,october byd sold nevs global market yoy increase moment breath fresh air nev hit road,3.906890595608518,"[(0, 0.010429093), (1, 0.010451141), (2, 0.94777006), (3, 0.010444339), (4, 0.010456289), (5, 0.010449107)]",2
https://twitter.com/search?q=(from:BYDCompany)%20until:2022-11-30%20since:2021-01-01&src=typed_query&f=live,(from:BYDCompany) until:2022-11-30 since:2021-01-01,BYD,https://twitter.com/BYDCompany,@BYDCompany,"In October 2022, BYD successfully sold 217,816 NEVs to the global market, a YoY increase of 142.2%! 

Let’s take a moment to appreciate a breath of fresh air as more NEV hit the road. 

#BYD #BuildYourDreams #NEV","4,395 views
0:13 / 0:28",,,,,,,https://twitter.com/i/statusnone,https://twitter.com/BYDCompany/status/1588236556833198081,Nov 4,2022-11-03T18:27:57.000Z,55,13,160,"#BYD;_x000D_
#BuildYourDreams;_x000D_
#NEV;",,,,,,,,october byd sold nevs global market yoy increase moment breath fresh air nev hit road,3.906890595608518,"[(0, 0.010429094), (1, 0.010451338), (2, 0.9477692), (3, 0.010444355), (4, 0.010456761), (5, 0.010449227)]",2
