内容,主题概率,主题类型
不怎么样,"[(0, 0.04545522), (1, 0.045456015), (2, 0.04545522), (3, 0.54544634), (4, 0.04545522), (5, 0.045455422), (6, 0.04545557), (7, 0.04545522), (8, 0.04545522), (9, 0.04545522), (10, 0.045455337)]",3
价格 蛮贵,"[(0, 0.030386403), (1, 0.38295314), (2, 0.030385131), (3, 0.030388534), (4, 0.03038566), (5, 0.03038554), (6, 0.34357217), (7, 0.03038533), (8, 0.030384967), (9, 0.030388072), (10, 0.030385077)]",1
收到 食用,"[(0, 0.030305583), (1, 0.03030655), (2, 0.030309414), (3, 0.030306559), (4, 0.030307885), (5, 0.030304668), (6, 0.030305373), (7, 0.030305522), (8, 0.030304644), (9, 0.69693834), (10, 0.0303055)]",9
米小,"[(0, 0.04550452), (1, 0.04550452), (2, 0.04550452), (3, 0.04550452), (4, 0.04550452), (5, 0.04550452), (6, 0.04550452), (7, 0.04550452), (8, 0.5449547), (9, 0.04550452), (10, 0.04550452)]",8
一袋 漏气,"[(0, 0.03030951), (1, 0.030314144), (2, 0.030310016), (3, 0.03030954), (4, 0.030310359), (5, 0.030310031), (6, 0.030310243), (7, 0.32149488), (8, 0.40571123), (9, 0.030309454), (10, 0.030310638)]",8
袋子,"[(0, 0.04545515), (1, 0.04545523), (2, 0.04545521), (3, 0.045455452), (4, 0.045459703), (5, 0.0454552), (6, 0.5454427), (7, 0.045455717), (8, 0.04545515), (9, 0.045455266), (10, 0.045455255)]",6
批号 知米量,"[(0, 0.0303498), (1, 0.030339152), (2, 0.030339152), (3, 0.6965978), (4, 0.030339152), (5, 0.030339152), (6, 0.030339152), (7, 0.030339152), (8, 0.030339152), (9, 0.030339152), (10, 0.030339152)]",3
价廉,"[(0, 0.04551616), (1, 0.04551616), (2, 0.04551616), (3, 0.54483837), (4, 0.04551616), (5, 0.04551616), (6, 0.04551616), (7, 0.04551616), (8, 0.04551616), (9, 0.04551616), (10, 0.04551616)]",3
香味,"[(0, 0.045456745), (1, 0.045454975), (2, 0.045454763), (3, 0.045454763), (4, 0.045454875), (5, 0.54544145), (6, 0.045454763), (7, 0.04545913), (8, 0.045454763), (9, 0.04545891), (10, 0.0454549)]",5
大米 太光,"[(0, 0.030329295), (1, 0.030330244), (2, 0.69670093), (3, 0.0303289), (4, 0.03033308), (5, 0.030331617), (6, 0.03032968), (7, 0.030329123), (8, 0.030329512), (9, 0.030328818), (10, 0.030328818)]",2
五常 大米,"[(0, 0.030312482), (1, 0.030313723), (2, 0.030315205), (3, 0.030311124), (4, 0.26759607), (5, 0.030315507), (6, 0.030313255), (7, 0.030311482), (8, 0.45958915), (9, 0.030310992), (10, 0.030310992)]",8
正宗 五常 大米,"[(0, 0.022732548), (1, 0.022734134), (2, 0.022735357), (3, 0.022731505), (4, 0.02273765), (5, 0.022739), (6, 0.022733241), (7, 0.02273217), (8, 0.77266175), (9, 0.022731433), (10, 0.022731261)]",8
物流 太慢 包装 半天 不到 生产日期,"[(0, 0.012994484), (1, 0.272284), (2, 0.012995162), (3, 0.012996347), (4, 0.6107602), (5, 0.012994613), (6, 0.012994553), (7, 0.012995795), (8, 0.012994498), (9, 0.012995307), (10, 0.012995039)]",4
两餐 老公 好吃 放在,"[(0, 0.018205369), (1, 0.81794393), (2, 0.018205622), (3, 0.018206764), (4, 0.01820536), (5, 0.018205961), (6, 0.018205548), (7, 0.018205298), (8, 0.018205432), (9, 0.018205356), (10, 0.018205326)]",1
山药 收到 看着 新鲜 一点 直播间 看着 口感 拍大 果子 看着 果子 没什么 区别 一根 算了吧 来回 退货,"[(4, 0.952137)]",4
伤口 影响 没找 客服 口子 没坏 正品 次品,"[(0, 0.0101084495), (1, 0.010108847), (2, 0.010108586), (3, 0.010108574), (4, 0.010108443), (5, 0.010108441), (6, 0.010109246), (7, 0.8989135), (8, 0.010108674), (9, 0.010108502), (10, 0.010108765)]",7
收到 包装 物流 很快 太小 太短 泥巴 弯曲 不好,"[(1, 0.46702152), (2, 0.2831143), (9, 0.17704298)]",1
送货 速度 快递 送货上门 赠送 一只 药粉 山药 大小 不均 大果 差距 块钱 四根 一根 小盘 切后 发黑 不知 现象 铁棍 山药 发黑,"[(3, 0.116039604), (7, 0.8498472)]",7
山药 收到 快递 很快 看着 直播间 太贵,"[(0, 0.011364514), (1, 0.011365031), (2, 0.011365447), (3, 0.011364659), (4, 0.18047976), (5, 0.011364479), (6, 0.01136459), (7, 0.011365204), (8, 0.3553174), (9, 0.21646404), (10, 0.16818489)]",8
一根 客服 生气 态度 不想 理论,"[(0, 0.01299133), (1, 0.012991602), (2, 0.012991791), (3, 0.012991508), (4, 0.012991996), (5, 0.01299133), (6, 0.012991516), (7, 0.012991538), (8, 0.0129913315), (9, 0.012991985), (10, 0.8700841)]",10
中果 感觉 细小 口感 山药 前头 细尖 去皮 黄色 不烂,"[(0, 0.09425354), (4, 0.1702431), (10, 0.6693521)]",10
山药 收到 卖家 描述 口感 口感 好不好 物流,"[(0, 0.010102169), (1, 0.010102889), (2, 0.8989756), (3, 0.010102611), (4, 0.010102859), (5, 0.010102042), (6, 0.010102319), (7, 0.010102749), (8, 0.010101911), (9, 0.010102441), (10, 0.010102423)]",2
口感 较硬,"[(0, 0.030318622), (1, 0.030318), (2, 0.030318782), (3, 0.03031788), (4, 0.030319514), (5, 0.030318154), (6, 0.030318303), (7, 0.030320346), (8, 0.030317431), (9, 0.030317359), (10, 0.6968156)]",10
你好 直播间 山药 一单 收到 是因为 弯曲 削皮,"[(0, 0.010105197), (1, 0.010106547), (2, 0.89894414), (3, 0.010105225), (4, 0.010105862), (5, 0.010105429), (6, 0.010105133), (7, 0.010105957), (8, 0.010106204), (9, 0.010105118), (10, 0.010105177)]",2
十根 山药 三四根 农业 消费者 评价,"[(0, 0.87000304), (1, 0.012999415), (2, 0.012999621), (3, 0.013000259), (4, 0.013001088), (5, 0.012999232), (6, 0.012999131), (7, 0.013000364), (8, 0.012999425), (9, 0.012999012), (10, 0.012999439)]",0
太小 感觉 中果 大拇指 一根,"[(0, 0.01515546), (1, 0.015156215), (2, 0.015157593), (3, 0.01515744), (4, 0.8484334), (5, 0.015156328), (6, 0.015157842), (7, 0.015156804), (8, 0.015156821), (9, 0.015155806), (10, 0.015156306)]",4
新鲜度 速度 主播 紫皮 紫皮 根茎 细腻,"[(0, 0.011368137), (1, 0.011369342), (2, 0.011368408), (3, 0.011368037), (4, 0.8863163), (5, 0.011367947), (6, 0.011368019), (7, 0.011369614), (8, 0.011367755), (9, 0.011368629), (10, 0.011367811)]",4
山药 新鲜 运输 原因 山药 烂成 山药,"[(0, 0.011369708), (1, 0.0113703385), (2, 0.011369922), (3, 0.011369221), (4, 0.8862997), (5, 0.0113696195), (6, 0.011369439), (7, 0.011369351), (8, 0.011369767), (9, 0.011369491), (10, 0.0113734035)]",4
感觉 十根 超市 感觉 便宜,"[(0, 0.015153967), (1, 0.015153028), (2, 0.015152704), (3, 0.84846807), (4, 0.015153222), (5, 0.015153188), (6, 0.015152764), (7, 0.01515262), (8, 0.015152648), (9, 0.015153927), (10, 0.015153863)]",3
两根 本来 想差评 山药 中评,"[(0, 0.015217172), (1, 0.015216555), (2, 0.0152191715), (3, 0.2880734), (4, 0.11977556), (5, 0.015216635), (6, 0.015216585), (7, 0.015217756), (8, 0.47041336), (9, 0.015216438), (10, 0.01521737)]",8
特意 大果 收到 直播 描述 差别,"[(0, 0.012996283), (1, 0.012996757), (2, 0.43666548), (3, 0.012997756), (4, 0.01299669), (5, 0.4463631), (6, 0.0129974885), (7, 0.012996673), (8, 0.012996119), (9, 0.012997341), (10, 0.012996309)]",5
中午 一截 说实话 感觉 很软,"[(0, 0.015159414), (1, 0.015161514), (2, 0.84839165), (3, 0.015161575), (4, 0.015159983), (5, 0.015160611), (6, 0.015161342), (7, 0.0151594), (8, 0.015165009), (9, 0.015159387), (10, 0.015160083)]",2
直播间 新鲜 好多,"[(0, 0.022732433), (1, 0.77269965), (2, 0.022730993), (3, 0.022728022), (4, 0.022730106), (5, 0.022736022), (6, 0.022727672), (7, 0.022728665), (8, 0.022728954), (9, 0.022728024), (10, 0.022729455)]",1
订单 看着 不错 发货 直播间 箱子 截断 大果 懒得,"[(6, 0.100521415), (8, 0.2634884), (9, 0.56323344)]",9
中等 把断 发给 运输 途中,"[(0, 0.015161463), (1, 0.015161463), (2, 0.015161814), (3, 0.015161549), (4, 0.015162199), (5, 0.015161463), (6, 0.015162115), (7, 0.015161549), (8, 0.8483774), (9, 0.015161908), (10, 0.01516706)]",8
山药 收到 几根 形状 确实 好看 不好 去皮,"[(0, 0.010106756), (1, 0.010106157), (2, 0.010105353), (3, 0.010104812), (4, 0.8989461), (5, 0.010104938), (6, 0.010104872), (7, 0.010105065), (8, 0.010105486), (9, 0.010105244), (10, 0.010105197)]",4
物流 商家 山药 感觉 正宗 山药 好吃 买回 不好 蒸熟 口感 最差 购物 发货 速度,"[(1, 0.78094506), (4, 0.16788298)]",1
中果 一半 客服 小果 中果 大果 大小 长短 来算 直播间 中果 五斤 八九 收到 十二,"[(3, 0.83108115), (9, 0.11776007)]",3
货己 收到 一根 公分 样子,"[(0, 0.01515282), (1, 0.015152921), (2, 0.015153197), (3, 0.015152943), (4, 0.8484708), (5, 0.015152757), (6, 0.015152804), (7, 0.015152825), (8, 0.015152781), (9, 0.015152959), (10, 0.01515323)]",4
一根 斤两,"[(0, 0.030321272), (1, 0.030321272), (2, 0.030321272), (3, 0.03033067), (4, 0.69677395), (5, 0.030321315), (6, 0.030321272), (7, 0.030321345), (8, 0.030321272), (9, 0.030321373), (10, 0.030324986)]",4
本来 包装 人性化 好评 个头 只能 中评,"[(0, 0.011366491), (1, 0.011366871), (2, 0.011366959), (3, 0.01136789), (4, 0.74110615), (5, 0.011366489), (6, 0.011366473), (7, 0.011367491), (8, 0.15659136), (9, 0.011366855), (10, 0.011366961)]",4
第二次 第一次 有断,"[(0, 0.022731477), (1, 0.02273258), (2, 0.0227324), (3, 0.022731828), (4, 0.022731662), (5, 0.7726808), (6, 0.022731464), (7, 0.022731395), (8, 0.022731371), (9, 0.02273348), (10, 0.022731503)]",5
不好 几根 发芽 正宗,"[(0, 0.8181218), (1, 0.018187951), (2, 0.018188277), (3, 0.018187014), (4, 0.018187592), (5, 0.01818915), (6, 0.018187571), (7, 0.018187558), (8, 0.018188687), (9, 0.01818742), (10, 0.018186992)]",0
买来 感觉 原先 原先,"[(0, 0.018195342), (1, 0.018197665), (2, 0.018195499), (3, 0.018196419), (4, 0.018196583), (5, 0.8180282), (6, 0.018199319), (7, 0.018195335), (8, 0.01820334), (9, 0.018195303), (10, 0.01819695)]",5
湿淋 山药 发货 没少 喷水 箱子 快递 打开 箱子 里边 东西 损坏 幸好 损坏 山药 出水 分量,"[(8, 0.9494739)]",8
好吃 分钟 面沙 可言 价格 好些 失望透顶,"[(0, 0.011383061), (1, 0.8861639), (2, 0.011383428), (3, 0.011384859), (4, 0.011383004), (5, 0.011382962), (6, 0.011386851), (7, 0.011382359), (8, 0.011382174), (9, 0.011384113), (10, 0.011383255)]",1
不知 说好 弯曲 削皮,"[(0, 0.018187864), (1, 0.0181881), (2, 0.81811875), (3, 0.018188091), (4, 0.018188717), (5, 0.018187895), (6, 0.018187882), (7, 0.018188158), (8, 0.018187886), (9, 0.018188037), (10, 0.018188559)]",2
看图 太贵,"[(0, 0.030305399), (1, 0.35477754), (2, 0.030305399), (3, 0.030305399), (4, 0.030305475), (5, 0.030305399), (6, 0.03030569), (7, 0.030305475), (8, 0.030305399), (9, 0.030305702), (10, 0.37247312)]",10
大果 收到 大小不一,"[(0, 0.022728054), (1, 0.022728443), (2, 0.02272976), (3, 0.022728654), (4, 0.0227291), (5, 0.022729358), (6, 0.02272795), (7, 0.02272802), (8, 0.022727594), (9, 0.77271503), (10, 0.022728069)]",9
大果 七根 两根,"[(0, 0.022758206), (1, 0.022756778), (2, 0.022757359), (3, 0.022764867), (4, 0.022756701), (5, 0.77242035), (6, 0.022756727), (7, 0.02275673), (8, 0.022756949), (9, 0.022758432), (10, 0.022756863)]",5
购买 理想,"[(0, 0.030303387), (1, 0.030303532), (2, 0.030306052), (3, 0.030303387), (4, 0.030303387), (5, 0.03030453), (6, 0.030303445), (7, 0.0303036), (8, 0.0303034), (9, 0.6969618), (10, 0.03030343)]",9
收到 太湿 泥土,"[(0, 0.022737915), (1, 0.02273829), (2, 0.022739513), (3, 0.7726157), (4, 0.022739038), (5, 0.022738086), (6, 0.022737967), (7, 0.022738036), (8, 0.022737643), (9, 0.022738652), (10, 0.022739219)]",3
包装盒 山药 有断 改进,"[(0, 0.018210836), (1, 0.018208902), (2, 0.018211616), (3, 0.01821054), (4, 0.30626926), (5, 0.52984214), (6, 0.018209435), (7, 0.018209146), (8, 0.018208575), (9, 0.018210726), (10, 0.018208792)]",5
口感 那种,"[(0, 0.030305255), (1, 0.030304387), (2, 0.69694984), (3, 0.030304205), (4, 0.03030403), (5, 0.03030587), (6, 0.030304857), (7, 0.030307911), (8, 0.030303758), (9, 0.030303434), (10, 0.030306473)]",2
细条,"[(0, 0.04551604), (1, 0.04551604), (2, 0.045523573), (3, 0.04551604), (4, 0.04551604), (5, 0.04551604), (6, 0.04551604), (7, 0.54483205), (8, 0.04551604), (9, 0.04551604), (10, 0.04551604)]",7
果子 很大 一班,"[(0, 0.022744995), (1, 0.02274147), (2, 0.022742242), (3, 0.022744663), (4, 0.5506419), (5, 0.022744155), (6, 0.2446735), (7, 0.022742122), (8, 0.022742793), (9, 0.022740958), (10, 0.022741212)]",4
不粉 口感,"[(0, 0.030308707), (1, 0.030311773), (2, 0.03030881), (3, 0.030308038), (4, 0.030314932), (5, 0.03030979), (6, 0.030307991), (7, 0.03031003), (8, 0.030307118), (9, 0.030307706), (10, 0.6969051)]",10
新鲜 包装,"[(0, 0.030308304), (1, 0.030305054), (2, 0.030307075), (3, 0.030303715), (4, 0.69694674), (5, 0.03030811), (6, 0.030303495), (7, 0.030304672), (8, 0.030303614), (9, 0.030303909), (10, 0.03030535)]",4
山药 收到 新鲜 断掉,"[(0, 0.018190837), (1, 0.018189952), (2, 0.818097), (3, 0.018189793), (4, 0.01819241), (5, 0.018190429), (6, 0.01818969), (7, 0.018190077), (8, 0.018189704), (9, 0.018189773), (10, 0.01819036)]",2
打开 五根 两根 出芽,"[(0, 0.81798935), (1, 0.018200904), (2, 0.018200718), (3, 0.018203145), (4, 0.018200487), (5, 0.018201211), (6, 0.018201215), (7, 0.018200887), (8, 0.018201165), (9, 0.018200472), (10, 0.018200422)]",0
真的 铁棍 山药 直播间 拉丝,"[(0, 0.015156126), (1, 0.015156598), (2, 0.015156188), (3, 0.015155708), (4, 0.015157552), (5, 0.0151559515), (6, 0.0151556935), (7, 0.84843755), (8, 0.015156719), (9, 0.015155839), (10, 0.015156028)]",7
山药 公分 大果 收到 小节 削皮 薄片 米饭 蒸熟 色泽 发灰 口感 麻涩 客服 沟通 客服 时间 导致 大鹏 公分 山药 吃法 口感 色泽 不错 下次 加长 蒸煮 时间 追评,"[(10, 0.97066003)]",10
淘宝 上买 好像 淘宝 那家 逊色 一点 价格,"[(0, 0.0101054665), (1, 0.010105167), (2, 0.010106752), (3, 0.15622173), (4, 0.01010589), (5, 0.0101056695), (6, 0.010106695), (7, 0.010105111), (8, 0.010105021), (9, 0.010106422), (10, 0.75282604)]",10
估计 光顾 一家 直播间 多好 到货 二根 数错 一根 愉快 两端 客服 运输 影响 态度 希望,"[(9, 0.7215715), (10, 0.23026878)]",9
口感 中号 可怜 回购,"[(0, 0.018190121), (1, 0.01819016), (2, 0.018190246), (3, 0.01818903), (4, 0.018190809), (5, 0.018191945), (6, 0.018189117), (7, 0.8180969), (8, 0.018189002), (9, 0.018189548), (10, 0.018193169)]",7
东西 价格 偏高 粗细 口感 还好,"[(0, 0.012994351), (1, 0.012994807), (2, 0.0129945455), (3, 0.7384704), (4, 0.012993413), (5, 0.012994039), (6, 0.012994626), (7, 0.012995432), (8, 0.14458005), (9, 0.012993486), (10, 0.012994866)]",3
满意 一头 太细 要点 价钱,"[(0, 0.01516155), (1, 0.015159785), (2, 0.015159904), (3, 0.84839624), (4, 0.015162593), (5, 0.01516015), (6, 0.015160511), (7, 0.01515988), (8, 0.015159789), (9, 0.015159833), (10, 0.01515977)]",3
山药 收到 中果 公分 一根 公分 相差 很大 包装 单独 包装 物流,"[(4, 0.9300452)]",4
回购 收到 一节 希望 下次 情况,"[(0, 0.5495929), (1, 0.01299345), (2, 0.33346424), (3, 0.01299333), (4, 0.012994388), (5, 0.012993548), (6, 0.012993753), (7, 0.012994236), (8, 0.012992772), (9, 0.012994047), (10, 0.012993353)]",0
不太好 东方 甄选 孩子 价格 便宜,"[(0, 0.012991545), (1, 0.01299021), (2, 0.012990113), (3, 0.0129909385), (4, 0.4263815), (5, 0.012990725), (6, 0.45670056), (7, 0.012991356), (8, 0.012990155), (9, 0.012991773), (10, 0.012991112)]",6
推荐 对不起 菜场,"[(0, 0.022769887), (1, 0.022773342), (2, 0.02276991), (3, 0.022769917), (4, 0.0227701), (5, 0.34190038), (6, 0.45316687), (7, 0.022769919), (8, 0.022769887), (9, 0.02276993), (10, 0.022769887)]",6
感觉 菜市场 好吃 价格 一斤 高压锅 市场 上买 市场 上买 削皮 粘液 这家 口味 市场 上买 好吃,"[(3, 0.9494746)]",3
铁棍 山药 相比,"[(0, 0.02272981), (1, 0.022729296), (2, 0.022730628), (3, 0.022731498), (4, 0.022738097), (5, 0.0227292), (6, 0.022729442), (7, 0.772693), (8, 0.022729611), (9, 0.022729253), (10, 0.022730144)]",7
收到 看着 二根 评价,"[(0, 0.018188028), (1, 0.018188193), (2, 0.018189333), (3, 0.018187862), (4, 0.01818881), (5, 0.018187298), (6, 0.018188082), (7, 0.45231977), (8, 0.018189518), (9, 0.38398564), (10, 0.018187422)]",7
大果 感觉,"[(0, 0.03030344), (1, 0.030305171), (2, 0.03030464), (3, 0.030310946), (4, 0.030304162), (5, 0.69694936), (6, 0.030303694), (7, 0.030303394), (8, 0.030303339), (9, 0.030306928), (10, 0.03030491)]",5
可硬 不粉 少许 便宜 超市 选择,"[(0, 0.013011076), (1, 0.6468969), (2, 0.013007993), (3, 0.23601927), (4, 0.013009607), (5, 0.013008503), (6, 0.013008256), (7, 0.013008039), (8, 0.013008101), (9, 0.013011441), (10, 0.013010783)]",1
山药 太细 云南 没吃过 山药 上当,"[(0, 0.012997425), (1, 0.1122491), (2, 0.012994076), (3, 0.012994173), (4, 0.7707991), (5, 0.012993897), (6, 0.012993928), (7, 0.012994635), (8, 0.01299395), (9, 0.012994739), (10, 0.012994961)]",4
不知 偷走 纸箱 撕破,"[(0, 0.018213086), (1, 0.6196775), (2, 0.2164006), (3, 0.018213086), (4, 0.018213583), (5, 0.01821486), (6, 0.018213417), (7, 0.018213442), (8, 0.018213203), (9, 0.018214023), (10, 0.018213274)]",1
厘米 几厘米 第二次 购买 第一次,"[(0, 0.015161359), (1, 0.015162176), (2, 0.8483814), (3, 0.015161278), (4, 0.015161482), (5, 0.015163099), (6, 0.0151613625), (7, 0.015161339), (8, 0.015161287), (9, 0.015163096), (10, 0.015162069)]",2
收到 产品 主播 在线 下次,"[(0, 0.015156485), (1, 0.015155703), (2, 0.015156694), (3, 0.015155734), (4, 0.84844303), (5, 0.015155474), (6, 0.015155716), (7, 0.015155227), (8, 0.015155129), (9, 0.015155479), (10, 0.015155291)]",4
地瓜 放会,"[(0, 0.030322416), (1, 0.030322416), (2, 0.030322416), (3, 0.03032263), (4, 0.69677424), (5, 0.030323295), (6, 0.030322416), (7, 0.03032263), (8, 0.030322416), (9, 0.030322416), (10, 0.03032269)]",4
感觉 超市 不值 太贵,"[(0, 0.018182332), (1, 0.018183008), (2, 0.01818248), (3, 0.23596941), (4, 0.018182665), (5, 0.018183518), (6, 0.018182443), (7, 0.01818236), (8, 0.018182281), (9, 0.018182375), (10, 0.60038716)]",10
山药 存放 时间 喜欢 物流 送货上门 好评,"[(0, 0.011371457), (1, 0.011370776), (2, 0.011370779), (3, 0.5673848), (4, 0.33027264), (5, 0.011372709), (6, 0.0113737965), (7, 0.011370948), (8, 0.011370355), (9, 0.011370827), (10, 0.01137093)]",3
直播间 蒸完 那种,"[(0, 0.022740403), (1, 0.022748819), (2, 0.7725657), (3, 0.02274162), (4, 0.022742463), (5, 0.022744264), (6, 0.022740066), (7, 0.022746433), (8, 0.02274873), (9, 0.022741329), (10, 0.022740113)]",2
主播 大果 根细 感觉,"[(0, 0.018192202), (1, 0.018191928), (2, 0.018192952), (3, 0.01819277), (4, 0.018191678), (5, 0.8180819), (6, 0.01819177), (7, 0.018190783), (8, 0.01819077), (9, 0.018191969), (10, 0.018191269)]",5
整根 山药 快递 路上 一箱 节短 细根 一次性 买卖,"[(0, 0.82923), (8, 0.08886119)]",0
广告 送货 送到 放在 快递 几天 包装盒 不负责任,"[(0, 0.0101073785), (1, 0.010107203), (2, 0.010107358), (3, 0.898922), (4, 0.010107279), (5, 0.010107245), (6, 0.010107062), (7, 0.010108268), (8, 0.010110638), (9, 0.010107309), (10, 0.010108231)]",3
服务态度 亏得 中号 小号 估计 太小,"[(0, 0.012993334), (1, 0.012993405), (2, 0.012995036), (3, 0.012993264), (4, 0.012994657), (5, 0.01299322), (6, 0.012995691), (7, 0.012996072), (8, 0.012994663), (9, 0.87005734), (10, 0.0129933115)]",9
整条 细长 不好 一点 削皮 不好 细长 最贵,"[(0, 0.01011641), (1, 0.010115374), (2, 0.010115697), (3, 0.010115907), (4, 0.010115807), (5, 0.010116829), (6, 0.010115324), (7, 0.010115342), (8, 0.010115276), (9, 0.010115413), (10, 0.8988426)]",10
视频 东西 看着 不错 收到 实物 粗细 大小 区别,"[(2, 0.90905154)]",2
视频 买货 看着 不错 收货 实物 视频,"[(0, 0.01137289), (1, 0.4752286), (2, 0.4224147), (3, 0.011372388), (4, 0.011372713), (5, 0.011372493), (6, 0.011373119), (7, 0.011372677), (8, 0.01137458), (9, 0.011373142), (10, 0.011372687)]",1
失望 主播 喜欢 山药 最差,"[(0, 0.015153762), (1, 0.37089714), (2, 0.015154657), (3, 0.01515267), (4, 0.29546893), (5, 0.0151538225), (6, 0.2124092), (7, 0.015152436), (8, 0.015152259), (9, 0.0151525), (10, 0.015152641)]",1
感觉 煮烂 口感 略带 那种 正儿八经 铁棍 山药,"[(0, 0.010109583), (1, 0.0101097375), (2, 0.89890003), (3, 0.010110104), (4, 0.010109943), (5, 0.010109792), (6, 0.0101093855), (7, 0.010113194), (8, 0.010109265), (9, 0.010109163), (10, 0.010109776)]",2
山药 一根 山药,"[(0, 0.022728108), (1, 0.022727888), (2, 0.022728438), (3, 0.022727892), (4, 0.7727188), (5, 0.022727866), (6, 0.02272795), (7, 0.022728305), (8, 0.022728024), (9, 0.022727873), (10, 0.022728829)]",4
