内容,主题概率,主题类型
第一个 发霉 顺风 发货 肯定 不行,"[(0, 0.012989659), (1, 0.01298992), (2, 0.012989867), (3, 0.012988505), (4, 0.012988614), (5, 0.012988367), (6, 0.012988763), (7, 0.012991211), (8, 0.8701044), (9, 0.012991643), (10, 0.012989077)]",8
袋算 第一次,"[(0, 0.03033205), (1, 0.030333946), (2, 0.030334432), (3, 0.03033195), (4, 0.030332142), (5, 0.33757806), (6, 0.03033208), (7, 0.030332003), (8, 0.030331936), (9, 0.38942936), (10, 0.030332025)]",9
第一次 幸好 一包 尝鲜 果肉 柿饼 味道,"[(0, 0.011373651), (1, 0.011374793), (2, 0.011374658), (3, 0.011374212), (4, 0.011373818), (5, 0.69192934), (6, 0.011374014), (7, 0.01137388), (8, 0.011374171), (9, 0.0113735525), (10, 0.20570391)]",5
补发 两包 坏果 不忍心 售后 不错 补发 产品 确实 太差,"[(4, 0.8366732), (10, 0.08891539)]",4
小虫子 口感 甜带 一点,"[(0, 0.01820252), (1, 0.018202178), (2, 0.6266584), (3, 0.01820203), (4, 0.018203216), (5, 0.20951878), (6, 0.018202197), (7, 0.018203259), (8, 0.018201768), (9, 0.01820188), (10, 0.018203834)]",2
体验 感并 不好 一袋 好几个 水分 像是 很久 第一次 购买,"[(0, 0.22929296), (5, 0.6038707), (8, 0.10068331)]",5
白点 开心,"[(0, 0.030338392), (1, 0.030338392), (2, 0.030338392), (3, 0.030338392), (4, 0.69661605), (5, 0.030338392), (6, 0.030338392), (7, 0.030338392), (8, 0.030338392), (9, 0.030338392), (10, 0.030338392)]",4
一半 虫子,"[(0, 0.030305075), (1, 0.030306099), (2, 0.03030621), (3, 0.03030926), (4, 0.030307144), (5, 0.030305317), (6, 0.030307557), (7, 0.030305056), (8, 0.030305909), (9, 0.6969361), (10, 0.03030632)]",9
挺好吃 酸甜 味道 枣泥 好吃 一根 坏果 商家 补偿,"[(1, 0.31775022), (10, 0.6004057)]",10
一包 三个 剩下 两包 好吃,"[(0, 0.015152415), (1, 0.5758665), (2, 0.015152603), (3, 0.28775808), (4, 0.015152467), (5, 0.015152859), (6, 0.015152659), (7, 0.015152306), (8, 0.015152887), (9, 0.015152905), (10, 0.015154288)]",1
感觉 视频 一包 东西,"[(0, 0.018183053), (1, 0.81817216), (2, 0.018183049), (3, 0.018183764), (4, 0.018182352), (5, 0.018183231), (6, 0.01818232), (7, 0.018182205), (8, 0.018182224), (9, 0.018182036), (10, 0.018183624)]",1
质量 不太好 发霉 被虫 真空 漏气,"[(0, 0.012995279), (1, 0.012992297), (2, 0.012991896), (3, 0.012992324), (4, 0.012992323), (5, 0.012991985), (6, 0.012995256), (7, 0.62761426), (8, 0.25544864), (9, 0.012992039), (10, 0.012993749)]",7
不难 酸甜 有俩,"[(0, 0.022751668), (1, 0.022750646), (2, 0.02275038), (3, 0.02275028), (4, 0.022749558), (5, 0.43004405), (6, 0.022752142), (7, 0.3652021), (8, 0.02274945), (9, 0.022749597), (10, 0.022750134)]",5
品质 三个 发霉 没法 没坏,"[(0, 0.015155107), (1, 0.5767611), (2, 0.015155158), (3, 0.015156271), (4, 0.015155224), (5, 0.01515533), (6, 0.015156719), (7, 0.015155485), (8, 0.01515608), (9, 0.015155756), (10, 0.28683773)]",1
一袋 估计,"[(0, 0.03030625), (1, 0.030306276), (2, 0.030305322), (3, 0.030305706), (4, 0.3721508), (5, 0.030305468), (6, 0.030306637), (7, 0.030308865), (8, 0.35509232), (9, 0.030306734), (10, 0.03030559)]",4
太酸 肠胃 不好 建议 考试,"[(0, 0.015178834), (1, 0.8482465), (2, 0.015173741), (3, 0.015176086), (4, 0.015174928), (5, 0.015178328), (6, 0.015173406), (7, 0.015174202), (8, 0.015174141), (9, 0.015175024), (10, 0.015174798)]",1
品质 感觉 时间 发霉,"[(0, 0.018182248), (1, 0.018183203), (2, 0.01818237), (3, 0.81817096), (4, 0.018182429), (5, 0.018182702), (6, 0.018182801), (7, 0.018182367), (8, 0.01818324), (9, 0.018182272), (10, 0.018185465)]",3
好吃 零食 一次性 完好 几袋,"[(0, 0.015162484), (1, 0.015163325), (2, 0.0151629625), (3, 0.8483693), (4, 0.01516626), (5, 0.015163245), (6, 0.015162484), (7, 0.015162413), (8, 0.01516275), (9, 0.015162677), (10, 0.015162074)]",3
难吃 八个 网友 千万别 刷到 忍住 一点 不软 想吐 要命 一点 不甜,"[(5, 0.92998743)]",5
味道 特别 好吃 发霉 虫子 不想 信息 好吃 想要,"[(1, 0.51050454), (2, 0.40765157)]",1
味道 不错 有个 坏果 虫子 一大跳,"[(0, 0.013011231), (1, 0.2337395), (2, 0.013011256), (3, 0.013011924), (4, 0.01301097), (5, 0.013011264), (6, 0.64915895), (7, 0.013010929), (8, 0.013011544), (9, 0.013011219), (10, 0.0130112395)]",6
真心,"[(0, 0.0454633), (1, 0.0454633), (2, 0.04546418), (3, 0.0454633), (4, 0.5453644), (5, 0.0454633), (6, 0.0454633), (7, 0.0454633), (8, 0.0454633), (9, 0.0454633), (10, 0.045465022)]",4
好吃 好几个 发霉,"[(0, 0.31364658), (1, 0.25407463), (2, 0.022730239), (3, 0.022730783), (4, 0.022728624), (5, 0.022732183), (6, 0.022730295), (7, 0.022729196), (8, 0.022730649), (9, 0.02272848), (10, 0.25043836)]",0
味道 坏果,"[(0, 0.03030815), (1, 0.030307079), (2, 0.030303601), (3, 0.03030696), (4, 0.030304268), (5, 0.030308122), (6, 0.6969418), (7, 0.030305158), (8, 0.03030536), (9, 0.030304786), (10, 0.030304724)]",6
酸甜 挺好吃 有点像 山楂 开胃 少量 坏果,"[(0, 0.011390817), (1, 0.011390242), (2, 0.011389941), (3, 0.011391535), (4, 0.011389826), (5, 0.0113893775), (6, 0.011391346), (7, 0.01138984), (8, 0.011389215), (9, 0.01138952), (10, 0.8860983)]",10
烂掉 包装,"[(0, 0.030339923), (1, 0.030343859), (2, 0.030345175), (3, 0.030346895), (4, 0.36250746), (5, 0.030340172), (6, 0.03034), (7, 0.030342322), (8, 0.3644133), (9, 0.030340668), (10, 0.030340245)]",8
想象 朋友 酸味 酸角 味道 很淡,"[(0, 0.012993822), (1, 0.4279382), (2, 0.012992533), (3, 0.012993128), (4, 0.012992471), (5, 0.012993598), (6, 0.012992874), (7, 0.45512208), (8, 0.01299392), (9, 0.012994256), (10, 0.012993121)]",7
坏果 味道 个人感觉 不错 同事 说不 好吃,"[(0, 0.011364833), (1, 0.011365187), (2, 0.011364941), (3, 0.0113649145), (4, 0.011364592), (5, 0.0113655245), (6, 0.8863513), (7, 0.011364531), (8, 0.011365003), (9, 0.011364526), (10, 0.0113646295)]",6
好吃 挺好吃 坏果 真的 一袋 一共 几个 真的 裂开 瞬间 感觉 太贵 一包 接近 一半 合计,"[(1, 0.87166166), (10, 0.08017781)]",1
一袋 半袋 口感 还行,"[(0, 0.018195337), (1, 0.018195992), (2, 0.018196343), (3, 0.018195817), (4, 0.018194553), (5, 0.6216134), (6, 0.0181956), (7, 0.018198237), (8, 0.21462417), (9, 0.018194197), (10, 0.018196326)]",5
好吃 孩子 买回去 不吃 孩子 不吃 有好,"[(0, 0.011366089), (1, 0.01136648), (2, 0.011366276), (3, 0.011366176), (4, 0.011366076), (5, 0.01136654), (6, 0.88633806), (7, 0.011366037), (8, 0.011366139), (9, 0.011366072), (10, 0.01136605)]",6
好吃 好吃 发霉 果子,"[(0, 0.018183725), (1, 0.018184384), (2, 0.018183678), (3, 0.018184582), (4, 0.018183421), (5, 0.60647494), (6, 0.018183576), (7, 0.018182995), (8, 0.018184979), (9, 0.018182525), (10, 0.22987123)]",5
两家 很小 价格 一斤 便宜 两块 宝子 比哈,"[(0, 0.22905983), (1, 0.010113462), (2, 0.01011274), (3, 0.010113707), (4, 0.010112954), (5, 0.67992187), (6, 0.0101138605), (7, 0.010112945), (8, 0.010112351), (9, 0.010113578), (10, 0.010112765)]",5
只能 味道 感觉 那种 块钱 几个,"[(0, 0.0129875755), (1, 0.012989324), (2, 0.012988859), (3, 0.01298862), (4, 0.012989821), (5, 0.5892131), (6, 0.012987783), (7, 0.012989037), (8, 0.012988452), (9, 0.29388955), (10, 0.01298788)]",5
很小 份量 三包 每包 十颗,"[(0, 0.51513606), (1, 0.015164189), (2, 0.17354813), (3, 0.015161546), (4, 0.015161219), (5, 0.015161282), (6, 0.19002245), (7, 0.015161391), (8, 0.015161172), (9, 0.015161237), (10, 0.0151613075)]",0
很酸 嘴里 感觉 空气 反正 奇怪 商家 态度 很好 物流 速度 太慢 服务态度 描述 相符 情况 直播间 打包 份量,"[(0, 0.048533116), (1, 0.9105296)]",1
真的 好吃 坏果 两袋 本来 一袋 几颗 介意 买家 一袋,"[(0, 0.18353188), (2, 0.14221628), (8, 0.6081173)]",8
直播间 传达 排便 效果 虚假 宣传,"[(0, 0.012999572), (1, 0.013000857), (2, 0.012999465), (3, 0.7407828), (4, 0.012999643), (5, 0.013002019), (6, 0.0129993325), (7, 0.013000434), (8, 0.013000871), (9, 0.012999441), (10, 0.14221552)]",3
酸甜 性价比 不高 很贵 袋子 半包 纯属 买来 发现 玩意儿,"[(1, 0.75738126), (6, 0.16814141)]",1
味道 图片 吃不得,"[(0, 0.022745542), (1, 0.7725412), (2, 0.022745093), (3, 0.022746386), (4, 0.02274523), (5, 0.022747189), (6, 0.02274725), (7, 0.022745961), (8, 0.022745833), (9, 0.022745056), (10, 0.022745226)]",1
一包 坏果,"[(0, 0.030308116), (1, 0.6969509), (2, 0.030303301), (3, 0.030304367), (4, 0.03030386), (5, 0.030303843), (6, 0.030306786), (7, 0.030303545), (8, 0.030303555), (9, 0.030305311), (10, 0.030306423)]",1
好吃 酸甜 适合 贪嘴 宝子 上火 果略,"[(0, 0.011375619), (1, 0.2803996), (2, 0.011375656), (3, 0.011375639), (4, 0.6172194), (5, 0.01137611), (6, 0.011375891), (7, 0.011376211), (8, 0.0113752), (9, 0.011375206), (10, 0.011375456)]",4
好吃 酸甜 通便 效果 希望 改进,"[(0, 0.87002575), (1, 0.012998588), (2, 0.012997549), (3, 0.012997346), (4, 0.012997542), (5, 0.012998719), (6, 0.012997758), (7, 0.012996952), (8, 0.012996622), (9, 0.012996678), (10, 0.012996495)]",0
还行 好几个,"[(0, 0.030314218), (1, 0.030305503), (2, 0.030305829), (3, 0.030307125), (4, 0.030303802), (5, 0.030305536), (6, 0.030303763), (7, 0.6969424), (8, 0.030303972), (9, 0.03030377), (10, 0.030304117)]",7
一小包 十个 不错 很快 收到 不错,"[(0, 0.012993515), (1, 0.012992491), (2, 0.6828585), (3, 0.20020221), (4, 0.012992786), (5, 0.012992325), (6, 0.012992709), (7, 0.012992353), (8, 0.0129932165), (9, 0.012996566), (10, 0.012993315)]",2
挺好吃 坏果 客服 解决,"[(0, 0.018188851), (1, 0.018187607), (2, 0.01818617), (3, 0.018187352), (4, 0.018186321), (5, 0.01818633), (6, 0.018188184), (7, 0.01818706), (8, 0.018186271), (9, 0.018187083), (10, 0.8181288)]",10
真的 一包 发霉 四个 虫子 一包 照片 不上 影响 胃口,"[(10, 0.9173366)]",10
第一次 甜酸 感觉 还行 开来 一袋,"[(0, 0.012993358), (1, 0.012994625), (2, 0.012994003), (3, 0.012994376), (4, 0.012993656), (5, 0.7543383), (6, 0.012993847), (7, 0.012994076), (8, 0.12871674), (9, 0.012993306), (10, 0.012993676)]",5
到手 四包 酸甜 有大有小 有好 小朋友 喜欢,"[(0, 0.011368681), (1, 0.011368738), (2, 0.0113692675), (3, 0.011368745), (4, 0.011368621), (5, 0.011368577), (6, 0.88631284), (7, 0.011368808), (8, 0.011368522), (9, 0.011368678), (10, 0.011368533)]",6
一包 三包 三十几 一斤 关键 豆子 几克 外面 壳子 真的 骨肉 估计 一斤 出不来 感觉 太贵 尝出 甜味 酸味 含量 反正 尝个 好吃 梅子 味道,"[(1, 0.9650022)]",1
反正 总共 四袋 一袋,"[(0, 0.01819441), (1, 0.818076), (2, 0.01819127), (3, 0.01819138), (4, 0.018191379), (5, 0.018191377), (6, 0.018192085), (7, 0.018193169), (8, 0.018195452), (9, 0.01819127), (10, 0.018192142)]",1
好多 甜酸,"[(0, 0.030312767), (1, 0.696866), (2, 0.030314414), (3, 0.030312747), (4, 0.030313984), (5, 0.030316066), (6, 0.030312747), (7, 0.030312747), (8, 0.030312913), (9, 0.030312857), (10, 0.030312756)]",1
订单 订单 特别 建议 包装 赠送 一包 不到,"[(0, 0.010104844), (1, 0.2185759), (2, 0.010105649), (3, 0.010105289), (4, 0.010105768), (5, 0.010105464), (6, 0.010105275), (7, 0.6904772), (8, 0.0101047335), (9, 0.010104951), (10, 0.010104951)]",7
果实 主播 看中 主播 大果 说实话 价格 大果,"[(0, 0.010104454), (1, 0.01010424), (2, 0.010104829), (3, 0.0101042595), (4, 0.0101040155), (5, 0.010104394), (6, 0.49093547), (7, 0.010103633), (8, 0.010104226), (9, 0.41812637), (10, 0.010104062)]",6
商家 现象 理解,"[(0, 0.02273149), (1, 0.022733442), (2, 0.022732617), (3, 0.47901812), (4, 0.022733005), (5, 0.022731567), (6, 0.022732135), (7, 0.022732181), (8, 0.022731505), (9, 0.3163911), (10, 0.022732813)]",3
几个 商家 赔付,"[(0, 0.022729266), (1, 0.02273317), (2, 0.022730317), (3, 0.022729417), (4, 0.30265543), (5, 0.022730464), (6, 0.02273086), (7, 0.022732692), (8, 0.022729285), (9, 0.49276885), (10, 0.022730224)]",9
建议 谨慎 购买 坏果 味道 中药 味道,"[(0, 0.011369429), (1, 0.011368759), (2, 0.011368136), (3, 0.011368646), (4, 0.011367934), (5, 0.88631487), (6, 0.011368956), (7, 0.011368014), (8, 0.011368089), (9, 0.011368941), (10, 0.011368263)]",5
酸甜 费劲 营养 不吃,"[(0, 0.018188737), (1, 0.018188817), (2, 0.018188562), (3, 0.01818864), (4, 0.018188408), (5, 0.018188529), (6, 0.33473668), (7, 0.5015662), (8, 0.018188406), (9, 0.018188423), (10, 0.018188624)]",7
味道 一袋 几个,"[(0, 0.022728384), (1, 0.02273099), (2, 0.022728281), (3, 0.022729583), (4, 0.02272998), (5, 0.022731101), (6, 0.022729393), (7, 0.46976584), (8, 0.32567093), (9, 0.022727564), (10, 0.022727916)]",7
想象 比重,"[(0, 0.030319134), (1, 0.030319631), (2, 0.030318813), (3, 0.03031885), (4, 0.030318854), (5, 0.030319264), (6, 0.030319221), (7, 0.03031872), (8, 0.6968089), (9, 0.03031872), (10, 0.030319888)]",8
酸豆角 收到 包装 不甘 物流 公司 暴力 检查 有没有 缺少 东西 失望 再也不会 回购,"[(1, 0.3054109), (3, 0.6399988)]",3
两家 一家 买一送一 到手 两天 你家 口感 偏酸 另一家 喜欢 吃酸 喜欢 吃甜 慎拍 喜欢 一点 开胃,"[(5, 0.054689653), (6, 0.8998202)]",6
在意 相当于 补偿 两包 不错 确实 不错 一包 冤大头 混发 回购 喜欢 可惜,"[(4, 0.7427432), (10, 0.19878083)]",4
酸甜 一包 小朋友 喜欢 回来,"[(0, 0.015157939), (1, 0.015159482), (2, 0.015157252), (3, 0.015157571), (4, 0.015158774), (5, 0.22945565), (6, 0.6341219), (7, 0.015158045), (8, 0.01515691), (9, 0.015157864), (10, 0.015158644)]",6
一小部分,"[(0, 0.045498535), (1, 0.045498535), (2, 0.045498535), (3, 0.045498535), (4, 0.045498535), (5, 0.045498535), (6, 0.045498535), (7, 0.045504693), (8, 0.045498535), (9, 0.5450085), (10, 0.045498535)]",9
一包 裂开 拆开 第一 三个 两个,"[(0, 0.01299066), (1, 0.18945959), (2, 0.012990209), (3, 0.012990252), (4, 0.012990321), (5, 0.012990173), (6, 0.012991058), (7, 0.012990261), (8, 0.69362533), (9, 0.012990511), (10, 0.012991604)]",8
很甜 桂圆 喜欢,"[(0, 0.022733925), (1, 0.022730993), (2, 0.022731282), (3, 0.022730807), (4, 0.77267265), (5, 0.022736676), (6, 0.022739979), (7, 0.022730643), (8, 0.02273107), (9, 0.022731123), (10, 0.022730907)]",4
第一次 感觉 第二次 没给 坏果 光顾,"[(0, 0.012993932), (1, 0.8700593), (2, 0.0129939485), (3, 0.01299406), (4, 0.012993633), (5, 0.012995181), (6, 0.012993781), (7, 0.012993358), (8, 0.012994046), (9, 0.012995007), (10, 0.012993755)]",1
收到 快递 好多 砸破 新鲜,"[(0, 0.015158789), (1, 0.015159568), (2, 0.6857475), (3, 0.015158225), (4, 0.015158779), (5, 0.015158765), (6, 0.01515793), (7, 0.015159046), (8, 0.17782491), (9, 0.015158167), (10, 0.015158306)]",2
喜欢 味道 酸甜 价格 合适 商家 解决,"[(0, 0.011366182), (1, 0.011366744), (2, 0.011365925), (3, 0.011366512), (4, 0.011366221), (5, 0.011366446), (6, 0.88633585), (7, 0.011366636), (8, 0.011365957), (9, 0.011366949), (10, 0.011366608)]",6
好多 感觉 失望,"[(0, 0.022727571), (1, 0.7727159), (2, 0.022729812), (3, 0.022729855), (4, 0.022728665), (5, 0.02272904), (6, 0.022727922), (7, 0.022727566), (8, 0.022727624), (9, 0.022727659), (10, 0.02272837)]",1
好吃 山楂糕 口感 类似 上瘾 停不下来 运输 暴力 商家 售后 补发,"[(2, 0.72711575), (10, 0.20461841)]",2
变质 还碎 懒得 申诉 感受 不好,"[(0, 0.012997147), (1, 0.01299539), (2, 0.012995179), (3, 0.012995182), (4, 0.8700407), (5, 0.012995522), (6, 0.01299927), (7, 0.012995488), (8, 0.012995301), (9, 0.012995412), (10, 0.012995434)]",4
小份 一共 四个 干瘪 挺好 两个 干瘪 扔掉,"[(0, 0.010104027), (1, 0.01010402), (2, 0.01010401), (3, 0.010103952), (4, 0.010104015), (5, 0.010105018), (6, 0.010104165), (7, 0.010108594), (8, 0.010104289), (9, 0.010103997), (10, 0.8989539)]",10
三个 大果 商家 赔付,"[(0, 0.01818275), (1, 0.018183658), (2, 0.01818295), (3, 0.01818287), (4, 0.018183019), (5, 0.0181831), (6, 0.018183285), (7, 0.018182795), (8, 0.01818324), (9, 0.81816924), (10, 0.018183094)]",9
适合 吃酸,"[(0, 0.030339548), (1, 0.69658434), (2, 0.030339548), (3, 0.030339548), (4, 0.03034017), (5, 0.030339548), (6, 0.030344116), (7, 0.030339548), (8, 0.030345123), (9, 0.030339548), (10, 0.030348953)]",1
坏果 理赔 客服 态度,"[(0, 0.018188283), (1, 0.018187253), (2, 0.018186126), (3, 0.018186815), (4, 0.018186301), (5, 0.018186295), (6, 0.018187664), (7, 0.01818655), (8, 0.018186236), (9, 0.018186966), (10, 0.81813157)]",10
为啥 好评,"[(0, 0.030306734), (1, 0.03030585), (2, 0.030305542), (3, 0.030305648), (4, 0.030309923), (5, 0.03030553), (6, 0.030305395), (7, 0.030306302), (8, 0.03030536), (9, 0.030305715), (10, 0.69693804)]",10
一袋 尝鲜 回购,"[(0, 0.022731135), (1, 0.02273177), (2, 0.02273204), (3, 0.022730589), (4, 0.022731598), (5, 0.022732532), (6, 0.022731265), (7, 0.02273159), (8, 0.25582325), (9, 0.02273085), (10, 0.5395934)]",10
好吃 一点 甜味 口感 不好,"[(0, 0.015153376), (1, 0.015152641), (2, 0.01515256), (3, 0.015152095), (4, 0.015152417), (5, 0.8484746), (6, 0.015152341), (7, 0.015153093), (8, 0.015151859), (9, 0.0151519105), (10, 0.015153121)]",5
好几个 裂开 发白,"[(0, 0.77251184), (1, 0.022748685), (2, 0.022748955), (3, 0.0227482), (4, 0.022748055), (5, 0.022748072), (6, 0.022749307), (7, 0.022749603), (8, 0.022749588), (9, 0.022748057), (10, 0.02274962)]",0
一共 六个 两个 体会,"[(0, 0.23351452), (1, 0.018216511), (2, 0.018214643), (3, 0.01821435), (4, 0.018214637), (5, 0.018214796), (6, 0.018215613), (7, 0.01821574), (8, 0.018216114), (9, 0.018214589), (10, 0.6025485)]",10
果子 一袋 几个 上次 那家,"[(0, 0.015156809), (1, 0.0151570765), (2, 0.015157893), (3, 0.015156818), (4, 0.66263515), (5, 0.015157465), (6, 0.01515725), (7, 0.015157229), (8, 0.2009509), (9, 0.015156329), (10, 0.01515706)]",4
好多 长虫,"[(0, 0.030312786), (1, 0.6968682), (2, 0.030313581), (3, 0.030312765), (4, 0.030312788), (5, 0.030313026), (6, 0.030312765), (7, 0.030312765), (8, 0.030315649), (9, 0.030312875), (10, 0.030312777)]",1
打开 第一个 手气,"[(0, 0.77261376), (1, 0.02273895), (2, 0.022738405), (3, 0.022738192), (4, 0.022738166), (5, 0.022737954), (6, 0.022739438), (7, 0.022738887), (8, 0.022739917), (9, 0.02273814), (10, 0.02273818)]",0
好吃 价格 太贵,"[(0, 0.022728775), (1, 0.022731457), (2, 0.022729853), (3, 0.022730049), (4, 0.022728577), (5, 0.022731869), (6, 0.54200196), (7, 0.022728134), (8, 0.022728728), (9, 0.022729158), (10, 0.25343144)]",6
好吃 好吃 坏果,"[(0, 0.022729753), (1, 0.77271324), (2, 0.022728559), (3, 0.022728536), (4, 0.022727892), (5, 0.022730056), (6, 0.02272965), (7, 0.022727476), (8, 0.02272804), (9, 0.022728551), (10, 0.022728227)]",1
没什么 酸味 不错,"[(0, 0.022730252), (1, 0.022734817), (2, 0.022733217), (3, 0.022731964), (4, 0.022732465), (5, 0.5349145), (6, 0.022732638), (7, 0.022730846), (8, 0.26049587), (9, 0.022731008), (10, 0.022732425)]",5
客服 不错 碎果 坏果 赔付,"[(0, 0.01515889), (1, 0.015158909), (2, 0.01515863), (3, 0.015158743), (4, 0.015158427), (5, 0.0151581), (6, 0.39611238), (7, 0.015158479), (8, 0.015158992), (9, 0.0151596), (10, 0.4674588)]",10
东西 挺好吃 坏果,"[(0, 0.43506432), (1, 0.022731073), (2, 0.022729035), (3, 0.022729142), (4, 0.022727825), (5, 0.02272921), (6, 0.022728702), (7, 0.022727873), (8, 0.022727937), (9, 0.02272852), (10, 0.36037633)]",0
几个 确实 便宜,"[(0, 0.436273), (1, 0.022730209), (2, 0.02272932), (3, 0.022728374), (4, 0.3591635), (5, 0.022728732), (6, 0.02272796), (7, 0.022730926), (8, 0.022729047), (9, 0.022729771), (10, 0.02272912)]",0
挺多坏 客服 态度,"[(0, 0.022779021), (1, 0.33278245), (2, 0.022779074), (3, 0.022779888), (4, 0.022779008), (5, 0.022778952), (6, 0.022780051), (7, 0.022780057), (8, 0.022779038), (9, 0.022779241), (10, 0.46220323)]",10
几个 可惜,"[(0, 0.030303948), (1, 0.69695306), (2, 0.030304622), (3, 0.030304158), (4, 0.03030717), (5, 0.030304812), (6, 0.030303929), (7, 0.030306391), (8, 0.030303955), (9, 0.030303957), (10, 0.030304024)]",1
为啥 大部分,"[(0, 0.6969591), (1, 0.030303672), (2, 0.030304058), (3, 0.030303702), (4, 0.030303858), (5, 0.030303722), (6, 0.030303702), (7, 0.030303646), (8, 0.03030367), (9, 0.030303646), (10, 0.030307263)]",0
发给,"[(0, 0.04546803), (1, 0.04546803), (2, 0.04546934), (3, 0.04546803), (4, 0.04547498), (5, 0.04546803), (6, 0.04546803), (7, 0.04546987), (8, 0.5453096), (9, 0.04546803), (10, 0.04546803)]",8
好吃 好吃 白毛 虫子,"[(0, 0.018186774), (1, 0.018188339), (2, 0.018188167), (3, 0.224958), (4, 0.018186752), (5, 0.6113524), (6, 0.018189305), (7, 0.01818661), (8, 0.018187402), (9, 0.018188337), (10, 0.018187936)]",5
发货 很快 虫子,"[(0, 0.022728384), (1, 0.022728918), (2, 0.022729399), (3, 0.022730209), (4, 0.022728408), (5, 0.022728454), (6, 0.022729568), (7, 0.022729201), (8, 0.022728428), (9, 0.7727102), (10, 0.022728836)]",9
一包 一多半,"[(0, 0.030339211), (1, 0.6966085), (2, 0.030338855), (3, 0.030338999), (4, 0.030338896), (5, 0.030338852), (6, 0.030339442), (7, 0.030339012), (8, 0.0303388), (9, 0.030338902), (10, 0.03034054)]",1
发霉 一两个,"[(0, 0.030363386), (1, 0.030364215), (2, 0.37453616), (3, 0.030364837), (4, 0.030363603), (5, 0.030363368), (6, 0.030364355), (7, 0.030363597), (8, 0.03036582), (9, 0.03036343), (10, 0.35218722)]",2
好多 虫子,"[(0, 0.030305974), (1, 0.39296553), (2, 0.03030941), (3, 0.3342676), (4, 0.030305978), (5, 0.030306708), (6, 0.030309524), (7, 0.030305931), (8, 0.030306343), (9, 0.030309476), (10, 0.030307565)]",1
第一次 第二次 回购 完蛋,"[(0, 0.018203698), (1, 0.44343108), (2, 0.018204505), (3, 0.018203316), (4, 0.018204048), (5, 0.39273432), (6, 0.018203398), (7, 0.01820345), (8, 0.018203342), (9, 0.018204734), (10, 0.018204134)]",1
好吃 品质 核多筋多,"[(0, 0.022744952), (1, 0.77254647), (2, 0.022745358), (3, 0.022746658), (4, 0.022744896), (5, 0.022746405), (6, 0.022745542), (7, 0.022744834), (8, 0.022745077), (9, 0.022745013), (10, 0.022744836)]",1
十根 五根 差价,"[(0, 0.022774301), (1, 0.022773113), (2, 0.022771358), (3, 0.02277785), (4, 0.022771358), (5, 0.7722752), (6, 0.022771358), (7, 0.022771358), (8, 0.022771358), (9, 0.022771358), (10, 0.022771358)]",5
味道 不错 一袋 几根 坏果,"[(0, 0.2745718), (1, 0.0151554905), (2, 0.015154187), (3, 0.01515495), (4, 0.015154543), (5, 0.01515503), (6, 0.015156197), (7, 0.015154395), (8, 0.58903414), (9, 0.015154734), (10, 0.015154548)]",8
一袋 虫眼,"[(0, 0.030317737), (1, 0.03031803), (2, 0.030317707), (3, 0.030317752), (4, 0.030320391), (5, 0.03031886), (6, 0.030318119), (7, 0.030317998), (8, 0.6968179), (9, 0.030317707), (10, 0.030317804)]",8
好多 懒得,"[(0, 0.030304369), (1, 0.37557492), (2, 0.030306067), (3, 0.030304004), (4, 0.030304441), (5, 0.030304626), (6, 0.35168457), (7, 0.030304004), (8, 0.03030453), (9, 0.03030441), (10, 0.030304026)]",1
感觉 新鲜 好吃,"[(0, 0.022728648), (1, 0.022729365), (2, 0.02272889), (3, 0.022730172), (4, 0.02272844), (5, 0.77271515), (6, 0.022728007), (7, 0.02272754), (8, 0.022727739), (9, 0.02272755), (10, 0.02272849)]",5
三四个 坏果 酸甜 好吃,"[(0, 0.018185576), (1, 0.818151), (2, 0.018184433), (3, 0.018186405), (4, 0.018184101), (5, 0.018184872), (6, 0.018185435), (7, 0.018184962), (8, 0.018184064), (9, 0.018184507), (10, 0.018184619)]",1
一箱 四包 每包 两个 坏果 还好,"[(0, 0.012993215), (1, 0.012994392), (2, 0.012991395), (3, 0.012991771), (4, 0.012991478), (5, 0.012991599), (6, 0.7339095), (7, 0.012992243), (8, 0.14916074), (9, 0.012991535), (10, 0.012992107)]",6
酸甜 个人感觉 喜欢,"[(0, 0.022731878), (1, 0.022731626), (2, 0.022731015), (3, 0.022731178), (4, 0.022730676), (5, 0.022732787), (6, 0.772686), (7, 0.022732506), (8, 0.022730468), (9, 0.022730678), (10, 0.022731172)]",6
坏果 说实话 口感,"[(0, 0.022730535), (1, 0.022729823), (2, 0.022729307), (3, 0.022728555), (4, 0.022728173), (5, 0.022728676), (6, 0.7727056), (7, 0.022730619), (8, 0.022730032), (9, 0.022728426), (10, 0.022730272)]",6
二十块 一小包,"[(0, 0.030331312), (1, 0.030331312), (2, 0.03033262), (3, 0.030331312), (4, 0.030331312), (5, 0.030331312), (6, 0.030331312), (7, 0.030331312), (8, 0.030331312), (9, 0.030331312), (10, 0.6966856)]",10
四个 袋子,"[(0, 0.030303787), (1, 0.030303856), (2, 0.030303938), (3, 0.030303976), (4, 0.030306501), (5, 0.030303845), (6, 0.3795691), (7, 0.030304138), (8, 0.03030384), (9, 0.030303856), (10, 0.34769318)]",6
