内容,主题概率,主题类型
喜欢 牌子 交到 搭配 版型 合身 很好 不错 立体 裁剪 尺码 标准 上身 效果 不错,"[(0, 0.52551174), (1, 0.4483456), (2, 0.02614265)]",0
递给 力实品 触摸 柔软 舒服 购物 经验,"[(0, 0.049849167), (1, 0.045261938), (2, 0.9048889)]",2
喜欢 亲们 果断 下手 赞赞 第一次 下手 实惠 第二次 推荐 放心 购买 客服 态度,"[(0, 0.02664765), (1, 0.75396365), (2, 0.21938872)]",1
质量 卖家 描述 完全一致 满意 喜欢 超出 期望值 发货 速度 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 质量 希望 更多 朋友 信赖 店主 态度 我会 光顾 可不 便宜 朋友 你家,"[(0, 0.45521608), (1, 0.53387177), (2, 0.010912196)]",1
衣服 特别 合适 款式 修身 战路 人粉,"[(0, 0.8478628), (1, 0.10533338), (2, 0.046803888)]",0
物流 态度 大大的 质量,"[(0, 0.07603089), (1, 0.827483), (2, 0.09648611)]",1
款式 实体店 便宜 不错 喜欢 喜欢 朋友 入手 服务态度 质量 不错,"[(0, 0.03824427), (1, 0.9270365), (2, 0.034719203)]",1
衣服 质量 款式 大方 做工 精细 尺码 标准 喜欢,"[(0, 0.519058), (1, 0.44507965), (2, 0.035862356)]",0
合身,"[(0, 0.6545701), (1, 0.16966748), (2, 0.17576239)]",0
外套 面料 款式 简洁 大气 好看 满意,"[(0, 0.8978219), (1, 0.052730568), (2, 0.04944755)]",0
衣服 好看 质量 挺好 穿着 洋气 快递 特别,"[(0, 0.058047015), (1, 0.89579886), (2, 0.046154186)]",1
快递 真的 发货,"[(0, 0.0905675), (1, 0.80845934), (2, 0.10097315)]",1
申请 售后 换货 上门 取货 时间 快递 上门 取货 上门 取货 第二天 京东 快递 上门 快递 快递 取货 快递 回去 快递 失误 弄错 小男孩 裤子 商家 裤子 回来 运费 上门 取货 快递 打电话 来取 失误 裤子 没取 家门口 三天 打电话 售后 时间 拖没 京东 办事效率 真的 上门 取货 遵守 时间 订单 一个月 一点 消息 失误 打电话 亏了 一百多块 退还 运费 真的 真的 一点 期待 后续,"[(1, 0.90244526), (2, 0.092207596)]",1
实物 符合 特别 一点 立体 上身 特别 难看 图片 是因为 活动 期间 遇上 假货 正规 旗舰店 尺码 合适 合适 实穿 感受 劣质,"[(0, 0.34975734), (1, 0.019039724), (2, 0.63120294)]",2
糟糕 购物 体验 合计 好评 加绒 叫加 版型 不符 没给 评价 身高体重 尺码 合适 合适 实穿 感受 薄厚 程度 加绒 没加,"[(0, 0.9157449), (1, 0.06754132), (2, 0.01671371)]",0
这家 李宁 运动服 号码 描述 不符,"[(0, 0.74113894), (1, 0.20551), (2, 0.053351052)]",0
真就 水浅 王八,"[(0, 0.08682501), (1, 0.822087), (2, 0.09108796)]",1
京东 购物 体验 物流 预计 时间 下单 当天 下单 当天 着急 东西 京东 忠实 粉丝 衣服 宽松,"[(0, 0.022355583), (1, 0.14759327), (2, 0.8300511)]",2
复购 一件 打底 随意 舒适 外出 拍照 好看 妈妈 喜欢 一件 母女 装哈,"[(0, 0.033545256), (1, 0.93430954), (2, 0.032145225)]",1
衣服 妈妈 喜欢 保暖 加厚 棉衣 不错 衣服 尺码 合适 合适 身高体重 款式 类型 新款 材质 类型 棉衣 保暖 加厚 上身 效果 好看,"[(0, 0.97052056), (1, 0.014694451), (2, 0.0147849545)]",0
质量 性价比 穿着 舒服 值得 推荐 质量 性价比 穿着 舒服 值得 推荐 质量 性价比 穿着 舒服 值得 推荐,"[(0, 0.023070786), (1, 0.021967698), (2, 0.9549615)]",2
衣服 收到 质量 舒服 性价比 值得 购买 一分钱 一分货 颜值 高品质 不错 购物 体验,"[(0, 0.026167586), (1, 0.94688547), (2, 0.02694694)]",1
货真价实 颜值 高品质 一分钱 一分货 材质 外观 质量 一看 上档次 喜欢,"[(0, 0.031041453), (1, 0.9399028), (2, 0.029055791)]",1
掌柜 态度 专业 热情 有问必答 回复 很快 回答 掌柜 由衷 敬意 掌柜 可不 宝贝 收到 包装 完整 打开 惊喜 宝贝 想象 竖起 大拇指,"[(0, 0.54685235), (1, 0.43830243), (2, 0.014845253)]",0
款式 大小 合适 舒服 好看 蓝色 小标 好看 碍事 希望 去掉,"[(0, 0.43235624), (1, 0.031860244), (2, 0.5357835)]",2
款式 类型 喜欢 上身 效果 显瘦,"[(0, 0.89966345), (1, 0.050863672), (2, 0.04947288)]",0
毛衣 均码 穿着 合身 漂亮 面料 柔软 舒适 起球 物超所值,"[(0, 0.92425287), (1, 0.033030175), (2, 0.042716984)]",0
好看 价格 实惠 物超所值 强烈推荐 购买 满源,"[(0, 0.045791205), (1, 0.89967334), (2, 0.054535456)]",1
材质 类型 面料 质量 薄厚 程度 刚刚,"[(0, 0.9128559), (1, 0.043819144), (2, 0.043324966)]",0
衣服 收到 质量 性价比 物流 很快 客服 服务态度 很好 很好 喜欢 放心 购买,"[(0, 0.026633276), (1, 0.94713026), (2, 0.026236461)]",1
尺码 合适 尺码 合适 标准 材质 类型 质量 不错 面料 柔软 手感,"[(0, 0.94506854), (1, 0.027966391), (2, 0.02696507)]",0
材质 类型 面料 舒服 多余 线头 不缩水 变形 款式 类型 款式 简约 大方 上身 效果,"[(0, 0.9523572), (1, 0.026163466), (2, 0.021479396)]",0
衣服 穿着 舒服 做工 细致 实体店 便宜 几十块 价廉物美,"[(0, 0.038999286), (1, 0.37952274), (2, 0.58147794)]",2
真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 运送 速度 很快 满意 购物,"[(0, 0.9459596), (1, 0.029378824), (2, 0.024661502)]",0
大小 厚薄 合适 质量 上身 效果 不错 值得 推荐,"[(0, 0.92504096), (1, 0.03828183), (2, 0.036677178)]",0
正品 店铺 放心 购买 客服 态度 购物 过程 顺利 下次 再来,"[(0, 0.03634669), (1, 0.9295912), (2, 0.034062084)]",1
衣服 好看 合身 面料 舒服 特别 喜欢,"[(0, 0.7507493), (1, 0.2008676), (2, 0.048383113)]",0
收到 不错 赠品 性价比 货真价实 颜值 高品质 一分钱 一分货 材质 外观 质量 一看 上档次 喜欢,"[(0, 0.023193503), (1, 0.95474833), (2, 0.022058152)]",1
真棒 尺码 合适 布料 不错 哇塞 欧耶,"[(0, 0.8979465), (1, 0.05587036), (2, 0.046183135)]",0
衣服 不错 想买 朋友 买买,"[(0, 0.06812993), (1, 0.5603811), (2, 0.37148896)]",1
款式 好看 手感 起毛,"[(0, 0.85255563), (1, 0.075475134), (2, 0.07196928)]",0
衣服 暖和 样子 休闲 愉快 购物,"[(0, 0.8695771), (1, 0.05868883), (2, 0.07173411)]",0
衣服 好看 质量 合适 价格 实惠,"[(0, 0.5740542), (1, 0.06066253), (2, 0.36528325)]",0
物流 超快 服装 符合 预期 商家 描述 物美价廉 五星 好评,"[(0, 0.11779038), (1, 0.84847116), (2, 0.033738468)]",1
毛衣 质量 做工 精细 大小 正合适,"[(0, 0.78302914), (1, 0.14724983), (2, 0.06972105)]",0
产品 不错 暖和 货真价实 快递 服务,"[(0, 0.05496715), (1, 0.88659656), (2, 0.05843631)]",1
柔软 舒服 款式 时尚 休闲,"[(0, 0.8762493), (1, 0.063340075), (2, 0.06041065)]",0
妈妈 不错 穿着 舒适,"[(0, 0.8330788), (1, 0.07731425), (2, 0.08960689)]",0
不错 面料 舒服 合适,"[(0, 0.8557131), (1, 0.071194634), (2, 0.07309229)]",0
衣服 收到 好看 棒棒,"[(0, 0.082415804), (1, 0.84245366), (2, 0.07513053)]",1
东西 不错 很漂亮,"[(0, 0.10215803), (1, 0.59818864), (2, 0.29965332)]",1
衣服 很漂亮 很棒 质量 不错,"[(0, 0.8608352), (1, 0.065467514), (2, 0.073697284)]",0
质量 款式 喜欢,"[(0, 0.78358924), (1, 0.11953821), (2, 0.09687257)]",0
东西 不错 穿着 舒服,"[(0, 0.5301496), (1, 0.39124703), (2, 0.07860343)]",0
价廉物美 满意 值得 购买,"[(0, 0.07312246), (1, 0.8524525), (2, 0.07442505)]",1
合适 质量 好看,"[(0, 0.8045207), (1, 0.1033828), (2, 0.09209645)]",0
质量 快递 小哥,"[(0, 0.0890389), (1, 0.11188538), (2, 0.7990757)]",2
媳妇 满意,"[(0, 0.12148023), (1, 0.7596925), (2, 0.1188273)]",1
物美价廉 喜欢,"[(0, 0.12794417), (1, 0.7490977), (2, 0.1229581)]",1
尺码 合适 大小 合身 上身 好看 面料 柔软 舒适 细腻 起球 喜欢,"[(0, 0.94556737), (1, 0.027355999), (2, 0.027076596)]",0
取回 毛衣 外套 暖暖的 质量 不错 颜色 好看 穿着 合适 挺舒服,"[(0, 0.29756522), (1, 0.033109054), (2, 0.66932577)]",2
身高体重 尺码 合适 适合 款式 类型 好看 材质 类型 柔和 舒适 细腻 清爽,"[(0, 0.95040274), (1, 0.025255362), (2, 0.024341846)]",0
东西 不错 最起码 价格 上身 效果 不错 起球 段时间,"[(0, 0.58574873), (1, 0.37640777), (2, 0.03784349)]",0
均码 衣服 挺大 正好 合适 浅色 肤色 白皙,"[(0, 0.92137605), (1, 0.039508205), (2, 0.039115723)]",0
尺码 合适 款式 大方 下次 回购,"[(0, 0.88864666), (1, 0.062459692), (2, 0.048893675)]",0
色差 多余 线头 大小 合身 图片 一模一样,"[(0, 0.40962595), (1, 0.54663676), (2, 0.043737277)]",1
喜欢 儿子 一次性 产品,"[(0, 0.091439605), (1, 0.22443084), (2, 0.6841295)]",2
尺寸 合适 舒服 纯棉 李宁 牌子 支持 国产 身穿 显得 挺拔 颜色 黑色 符合 气质,"[(0, 0.9539642), (1, 0.022671482), (2, 0.023364352)]",0
收到 经济 实惠 确实 穿着 不错 尺码 合适 样子 价格 便宜 春节 期间 物流 不错 套头衫 穿着 不错,"[(0, 0.7387543), (1, 0.021676233), (2, 0.23956944)]",0
刚刚 收到 合身 喜欢 衣服 质量 正品 愉快 购物 京东 棒棒 推荐,"[(0, 0.2782085), (1, 0.28331223), (2, 0.43847921)]",2
宝贝 收到 惊喜 质量 满意 购物 我会 回购 店家 值得 信赖 宝贝 收到 惊喜 质量 满意 购物 我会 回购 店家 值得 信赖 满意 购物 商家 服务 发货 神速 物流 宝贝 收到 喜欢 放心 安心,"[(0, 0.010504589), (1, 0.9780856), (2, 0.011409877)]",1
质量 卖家 描述 完全一致 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 满意 购物,"[(0, 0.95014894), (1, 0.026848702), (2, 0.023002375)]",0
不错 大小 合适 公斤 正好 客服 提供 码数 准确 阿迪 纯棉 几年 掉色 实在 没法 穿着 出门 李宁 想象 薄点,"[(0, 0.36742383), (1, 0.39676288), (2, 0.23581327)]",1
身高体重 身高 体重 尺码 合适 推荐 尺码 购买 回来 感觉 合身 实穿 感受 穿着 挺舒服 薄厚 程度 适合 春秋 季节 性价比 很高,"[(0, 0.9633908), (1, 0.015993299), (2, 0.020615874)]",0
毛圈卫 面料 舒适 号码 正好 冬天 穿着 暖和 支持 国货 李宁 京东 物流,"[(0, 0.94143915), (1, 0.02600121), (2, 0.032559626)]",0
不错 值得 推荐 购买 赞点 赞点赞 价格 实惠 京东方 千万家 好多 东西 商场 便宜 值得 推荐 购买 物流 很快 不错 值得 表扬 面料 柔软 保暖 值得 信赖 京东 自营 放心 购买,"[(0, 0.2666563), (1, 0.40340066), (2, 0.329943)]",1
爸爸 穿着 舒服 衣服 薄厚 季节 刚刚 做工 质量 不错 品牌 款式 质量 性价比,"[(0, 0.74634856), (1, 0.22676572), (2, 0.026885701)]",0
买回来 一阵 秋天 舒服 身高体重 身高 体重 尺码 合适 尺码 合适 薄厚 程度 春秋 合适 材质 类型 含量 不小 整体 比较满意 购物 体验,"[(0, 0.9701526), (1, 0.0147788385), (2, 0.015068586)]",0
身高体重 身高 厘米 体重 公斤 偏胖 尺码 合适 尺码 合适 不松 不紧 实穿 感受 透气性 面料 柔软 材质 类型 衣服 材质 适合 薄厚 程度 秋天 正正好好 推荐 购买,"[(0, 0.89501613), (1, 0.092783764), (2, 0.012200061)]",0
身高体重 尺码 合适 合适 实穿 感受 款式 类型 卫衣 材质 类型 绵薄 程度 贴身 穿着 想象 舒服 粗糙 厚薄 程度 适合 春秋 天气 款式 好看 性价比,"[(0, 0.9735336), (1, 0.013495991), (2, 0.012970448)]",0
衣服 中规中矩 不错 面料 舒适 毛病 做工 细致 上身 感觉 大小 合适 得体 李宁 衣服 每次 满意,"[(0, 0.6424897), (1, 0.33359292), (2, 0.023917364)]",0
衣服 质量 掉色 走线 匀称 工整 起球 正品 衣服 几次 变形 京东 自营 东西 放心 价格 划算 优惠 便宜 赞赞 赞赞,"[(0, 0.38122058), (1, 0.3412972), (2, 0.2774822)]",0
不错 身高体重 尺码 合适 合身 实穿 感受 设计 袖子 长度 刚刚 肚子 款式 类型 版型 很正 走线 工整 领口 袖口 螺纹 设计 薄厚 程度 薄款,"[(0, 0.7920603), (1, 0.19411325), (2, 0.013826391)]",0
身高体重 尺码 合适 尺码 合适 舒服 正码 实穿 感受 舒服 很好 款式 类型 款式 舒服 喜欢 材质 类型 材质 很好 好看 薄厚 程度 厚薄 合适 舒服 好看,"[(0, 0.96984637), (1, 0.017629378), (2, 0.012524233)]",0
短袖 长袖 衣服 正好 不厚 做工 面料 大小 合适 喜欢 两件 价格 合适 推荐 值得 购买,"[(0, 0.95420355), (1, 0.022685891), (2, 0.023110498)]",0
终于 京东 物流 速度 很快 衣服 打开 合身 舒服 异味 质量 不错 合适 东西 质量 保证 京东 假货,"[(0, 0.36669195), (1, 0.611835), (2, 0.021473063)]",1
身高 一米 七五左右 体重 公斤 尺码 挺准 效果 肚子 款式 简洁 大方 衣服 不厚 价格 实惠 打算 一件,"[(0, 0.7091104), (1, 0.27107793), (2, 0.019811716)]",0
尺码 大小 尺码 标准 实穿 感受 舒适 衣服 质量 正品 信赖 商家 宝贝 质感 价格 适中 无限 回购 活动 入手 划算 发货 包装 不错 全新 体验 赞赞,"[(0, 0.8338201), (1, 0.15035652), (2, 0.015823396)]",0
不错 衣服 质量 正品 料子 很软 身上 舒服 店里 试穿 满意 快递 态度 很快 送到,"[(0, 0.39812925), (1, 0.028768523), (2, 0.57310224)]",2
老爸 穿着 舒适 早上 运动 锻炼身体 合适 薄厚 季节 正合适 面料 舒服 质量 看着 不错 号码 正合适,"[(0, 0.9542109), (1, 0.019799078), (2, 0.02598999)]",0
大小 合适 质量 李宁 正品 穿着 舒服 发货 速度 很快 京东 自营 优势 正好 赶上 活动 价格 超值 值得 推荐,"[(0, 0.6785196), (1, 0.027961833), (2, 0.2935186)]",0
产品 不错 效果 入秋 黑色 卫衣 很百 配合 运动裤 休闲裤 面料 舒服 透气 适合 平时 出门 上身 效果,"[(0, 0.9554806), (1, 0.019759623), (2, 0.0247598)]",0
衣服 穿着 合身 体重 尺码 厚度 合适 适合 春秋 京东 快递 很快 昨天晚上 中午 信赖 李宁 信赖 京东,"[(0, 0.76277286), (1, 0.020298947), (2, 0.21692823)]",0
尺码 合适 合适 实穿 感受 舒服 体感 不错 款式 类型 合适 衣服 质量 不错 材质 类型 薄厚 程度 厚度 不读 适合 春秋 季节 冬天 不错,"[(0, 0.97284096), (1, 0.013695795), (2, 0.013463229)]",0
李宁 卫衣 设计 很棒 超级 好看 胸口 设计 美学 穿着 合身 加绒 适合 秋季 体重 穿码 合身,"[(0, 0.95004994), (1, 0.027237708), (2, 0.022712303)]",0
宝贝 产品质量 正品 页面 描述 基本一致 卖家 客服 服务态度 从头到尾 快递 发货 速度 超快,"[(0, 0.025119161), (1, 0.9482935), (2, 0.026587332)]",1
尺码 合适 尺码 标准 实穿 感受 穿着 挺舒服 大小 合身 双十 活动 价格 划算 入手 一件 犹豫 入手 一件 试试 不错 款式 类型 款式 好看,"[(0, 0.9658968), (1, 0.015381817), (2, 0.018721428)]",0
简单 白搭 黑色 卫衣 穿着 舒服 秋冬 打底 必备 不错 活动 力度 很大 凑单 划算 京东 自营 第二天 到货 强烈推荐,"[(0, 0.02174891), (1, 0.018528799), (2, 0.9597222)]",2
款式 裤子 休闲 运动 质量 对得起 价保 正品 上身 舒服 推荐 购买 性价比 不错 尺码 建议 喜欢 宽松,"[(0, 0.9599794), (1, 0.020354476), (2, 0.019666137)]",0
李宁 运动装 真的 外观 时尚 穿着 舒适 无论是 跑步 健身 日常 展现出 运动 风范 透气性 炎热 天气 感到 闷热 性价比 超高 值得 购买,"[(0, 0.017362714), (1, 0.2523355), (2, 0.7303018)]",2
李宁 款恤 不错 送货 很快 到货 开封 试穿 合身 衣服 宽松 舒服,"[(0, 0.9382181), (1, 0.028511763), (2, 0.033270117)]",0
包装 质量 宝贝 完全符合 卖家 描述 放心 购买 感谢 真的 材料 做工 特别 精致 做工 真的 觉着 推荐 朋友,"[(0, 0.018309694), (1, 0.9639869), (2, 0.017703453)]",1
总体 确实 不错 客服 服务态度 很棒 说话 消息 物超所值 真心 推荐 超出 预期 质量 做工 精细 满意 宝贝 收到 描述 喜欢,"[(0, 0.02067673), (1, 0.96278644), (2, 0.016536837)]",1
满意 做工 物流 客服 很棒 物流 很快 产品 很快 收到 想象 还好 不错 不错 希望 能耐,"[(0, 0.02196312), (1, 0.95649374), (2, 0.021543091)]",1
质量 穿着 舒服 国货 家里 孩子 喜欢 风格 简单 质量 不贵 性价比 物流 李宁 质量 穿着 舒服 国货 家里 孩子 喜欢 风格 简单 质量 不贵 性价比 物流 李宁 质量 穿着 舒服 国货 家里 孩子 喜欢 风格 简单 质量 不贵 性价比 物流 李宁,"[(2, 0.9813188)]",2
好评 好评 李宁 国产 品牌 支持 国货 京东 购物 物美价廉 售后 无忧 关键 舒服 购物 京东 下单 明天 送到,"[(0, 0.16600811), (1, 0.39033452), (2, 0.44365743)]",2
喝的用 京东 京东 几年 品质 保证 价格 实惠 希望 京东 越做越 品质 越做越 快递 小哥,"[(0, 0.02157529), (1, 0.023088792), (2, 0.9553359)]",2
信赖 京东 产品 感觉 京东 产品质量 京东 东西 好几年 家电 药品 质量 不错 东西 性价比 好评 支持 良心 企业 良心 产品,"[(0, 0.01617877), (1, 0.9662525), (2, 0.017568668)]",1
质量 完全符合 卖方 描述 真的 喜欢 超出 预期 交货 速度 包装 仔细 紧密 物流 公司 服务态度 交货 速度 令人满意 购物 质量 希望 更多 朋友 信任 店主 态度 拜访 这位 卖家 赞扬 交货 很快 态度 满意 网上 购物 没想到 商店 服务 商品质量 价格低 卖家 热情 下次 希望 下次 机会 生意兴隆 质量 没想到 包装 小心 下次 我会 机会 购物 店主 东东 找到 心中 宝贝 一件 开心 质量 完全符合 卖方 描述 真的 喜欢 超出 预期 交货 速度 包装 仔细 紧凑 物流 公司 服务态度 快速 交货 速度,"[(0, 0.61118203), (1, 0.38387147)]",0
国货 精品 品质 精良 裁剪 考究 布料 舒服 关键 价格 优惠 线下 购买 划算 物美价廉 刺绣 舒服 颜色 很正 总体 黑色 显瘦,"[(0, 0.10665789), (1, 0.02046111), (2, 0.872881)]",2
身高体重 体重 尺码 合适 大小 正合适 实穿 感受 穿着 面料 柔软 舒适 亲肤 款式 类型 套头 无帽 卫衣 材质 类型 图片 薄厚 程度 薄款,"[(0, 0.9724305), (1, 0.013876391), (2, 0.013693129)]",0
衬里 厚度 合适 手感 纯棉 尺寸 挺准 挺合 身上 希望 娃会 喜欢 黑色 打理 耐脏 洗起来,"[(0, 0.25108382), (1, 0.7230605), (2, 0.02585572)]",1
推荐 尺码 合适 面料 舒服 下水 希望 掉色 本来 居家 李宁 卫衣 卫裤 下单 居家 皆宜 值得 推荐,"[(0, 0.3306586), (1, 0.55200267), (2, 0.11733878)]",1
修身 挺好 面料 舒服 干燥 感觉 袖口 设计 挺好 不错 担心 几次 划算,"[(0, 0.40508878), (1, 0.02818209), (2, 0.5667291)]",2
李宁 质量 穿着 舒适 大小 合适 几次 发现 褪色 变形 质量 款式 不错 京东 送货,"[(0, 0.9495828), (1, 0.023670785), (2, 0.026746416)]",0
买卫 品牌 李宁 永远 值得 信赖 店里 杂牌 仿冒 卫衣 卫衣 真的 便宜 质量 闭眼 尺寸 客服 推荐 没错,"[(0, 0.019061327), (1, 0.79631877), (2, 0.18461992)]",1
李宁 质量 不错 款式 价位 便宜 质量 不错 大小 号码 挺准 下次 回购,"[(0, 0.4814668), (1, 0.48942578), (2, 0.029107433)]",1
收到 掉色 黑色 毛毛 水里 黑色 毛毛 很多遍 干净 价格,"[(0, 0.034094047), (1, 0.926193), (2, 0.039713003)]",1
