voltage,current,type
22.612176590111854,89.31011919736544,Carbon
21.959737482903613,89.99986053666153,Carbon
30.11627030493275,163.4627729671376,Germanium
21.17578323457823,107.5096231046733,Germanium
19.96718244823048,93.3392740025641,Germanium
22.104690626085187,124.96905969104216,Germanium
19.1673823468763,107.6414045597948,Germanium
18.59155704000545,100.80303995235103,Germanium
27.539315299376188,150.52457705367377,Germanium
25.839227743353554,125.00201441311546,Germanium
18.132866152301045,102.71850543082869,Germanium
14.405826837961662,66.97734351282836,Germanium
16.522783807261725,85.2068316165458,Germanium
30.958663417770214,168.1487706111679,Germanium
22.53885507650311,123.27014589257706,Germanium
22.74091269477826,121.7801105660686,Germanium
19.281344584374473,101.58806840076346,Germanium
24.24335899374103,132.17729940891613,Germanium
22.07992203680345,119.33722983386001,Germanium
15.532076115674425,83.4677917560951,Germanium
26.406614257316594,143.89184796970957,Germanium
17.450945182925857,98.25553635230146,Germanium
28.124196794712223,146.0396675668422,Germanium
24.016491228875307,138.53937525476107,Germanium
13.236167602834533,64.97784679840066,Germanium
18.09544582816275,89.70001705903026,Germanium
15.70386141707694,86.3029128334666,Germanium
12.67469480353672,64.56557017467046,Germanium
31.45676691584852,171.54444785648448,Germanium
22.96413463497653,121.46834663512075,Germanium
17.020164774697303,98.81429327287329,Germanium
19.128156371720905,102.57365056130234,Germanium
21.064560703493694,108.31110195935756,Germanium
11.238927846699568,65.63990189863637,Germanium
28.3787358590902,149.75000821545552,Germanium
17.52412886920112,91.10840583645125,Germanium
20.51331439197993,117.62863418222557,Germanium
21.30171998726226,121.4476184277088,Germanium
17.341627336541634,92.34193685872454,Germanium
20.935274229507556,106.79215695563957,Germanium
22.359587055547895,124.44612121780101,Germanium
31.16662068370885,171.31086941347613,Germanium
15.145647333669714,86.73306714865579,Germanium
20.2064031137776,101.86231206389127,Germanium
19.69639645101784,102.63881876519301,Germanium
11.338833138263775,56.8550346327328,Germanium
19.210591999233117,100.36986698276161,Germanium
15.716044099456917,84.38262034871943,Germanium
15.122615182084745,78.50428154523942,Germanium
13.102318308185037,67.53270388435197,Germanium
14.099746914180994,78.6364441520654,Germanium
18.694983832284517,96.72306048777153,Germanium
