screen_name,location,created_time,text
凌归晚,海南 三亚,Thu Oct 26 15:14:45  2023,呵呵[微笑]
呆堍不是堍,其他,Thu Oct 26 14:33:11  2023,圣诞快乐家人们[doge]
皇家玉米1987,江西 赣州,Thu Oct 26 14:17:37  2023,我黄金尼玛lgb
重庆渝北区首富,其他,Thu Oct 26 13:49:35  2023,我去年买了个表💣
想不出名字的王某人,其他,Thu Oct 26 13:44:34  2023,中国人能干出这事？
雾开远岫明,吉林 长春,Thu Oct 26 13:38:46  2023,勾史
桃桃不吃桃桃v,河南 新乡,Thu Oct 26 13:30:12  2023,领导们除夕上班吗
ColdJokeMaker,广东 茂名,Thu Oct 26 13:25:55  2023,食屎啦
陈小先画小画,四川,Thu Oct 26 13:25:16  2023,民主是个啥玩意儿，求高人指点
霁53435,其他,Thu Oct 26 13:14:29  2023,中国是工人和农民的国家，是劳动者的国家，我们应该好好劳动，贡献剩余价值给老板们！[打call][打call][打call][打call]
霁53435,其他,Thu Oct 26 13:12:53  2023,中国是社会主义国家，怎么会有资本家呢？那是你们思想觉悟不高
_SooAKzZ,浙江,Thu Oct 26 13:11:10  2023,我跪下来谢谢你们
Evamaruko,北京 西城区,Thu Oct 26 13:05:22  2023,专家怕是对九天假有误解
能把我们当人吗,其他,Thu Oct 26 12:36:48  2023,年十三不放假正好没法做饭，下班就去买张核子的预制菜，为夕将军做贡献[可爱][可爱][可爱]
落月随山隐zyh,其他,Thu Oct 26 12:31:21  2023,都没家人？
终极麦麦椰丝土豆块,其他,Thu Oct 26 12:29:02  2023,阿中我已经对你粉转路人了……[允悲][允悲][允悲]
一支小小穿云箭,其他,Thu Oct 26 12:25:09  2023,专家，哈哈哈哈哈
孑孑0805,其他,Thu Oct 26 12:21:44  2023,资本主义看了都摇头
Keven一路向北,其他,Thu Oct 26 12:19:45  2023,千年民俗不敌一纸公文
暴走的q萝卜,黑龙江 哈尔滨,Thu Oct 26 12:14:50  2023,这节要是不调休就不能休，要不取消得了。
牡洢,河北 石家庄,Thu Oct 26 12:14:25  2023,专家=砖假？
色批头子牛爷爷,其他,Thu Oct 26 12:07:36  2023,爱国主义教育法要实施  那不尊重传统节日的可以开除国籍么
Lony今天胖10斤,其他,Thu Oct 26 12:06:54  2023,CS政策
橘子蓝色Winhor,其他,Thu Oct 26 11:58:48  2023,把假期往前挪三天，人民需要坐车回家，需要坐车回家，需要坐车回家！我们不都是住在公司附近的，不都是一下班就能回到家的！农村地区的人民回家还需要时间来打扫卫生、买对联鞭炮，除夕当天还需要给祖宗上香、祭灶王。这个春节这样安排，就是💩吃多了，用屁股想出来的决定！
虾圈有钱崽,山东,Thu Oct 26 11:50:35  2023,20年后的除夕夜 孩子一脸迷茫的问：妈妈，韩国有除夕，我们有什么呀 妈妈一边回复工作信息，一边摸了摸孩子的头：傻孩子，我们有调休啊
焰灵死修38574,其他,Thu Oct 26 11:50:22  2023,麦克阿瑟都知道圣诞节前结束战争，让士兵回家团圆[doge]​
濯心秀萝天下第一可爱,其他,Thu Oct 26 11:42:28  2023,逆天逆天逆天逆天逆天
-小小庞-,山东 青岛,Thu Oct 26 11:35:20  2023,哦耶，除夕夜也有外卖可以吃哦～
喝牛奶015,其他,Thu Oct 26 11:33:42  2023,谁不是盼着除夕的那个感觉啊，除夕不过你觉得后面今天过的会有味？
Eureka公主,上海,Thu Oct 26 11:27:58  2023,早就说了春节是韩国的，中国人不过洋节[doge]
润的小卡好贵,其他,Thu Oct 26 11:26:09  2023,无语，，年夜饭你给我煮吗？砖家[微笑][黑线][爱你][爱你]
明镜台前别作春,其他,Thu Oct 26 11:24:44  2023,真服了除夕不放假在外地上班根本赶不上回家过除夕夜刺激卵消费
131INKO,其他,Thu Oct 26 11:17:33  2023,把房价降下来比天天剥削休息时间让我们消费好
猪猪霞8217,上海 嘉定区,Thu Oct 26 11:09:58  2023,[摊手]企业恨不得让我累4⃣️在岗位上，且不想负责。除非国家强制要求，要不然怎么会听国家的建议呢
onestepfromhell6875,内蒙古,Thu Oct 26 11:09:20  2023,称泥🐴称
凪世l,其他,Thu Oct 26 11:06:02  2023,“9天”“超级”，重新定义超级
是夔子不是葵花,北京 东城区,Thu Oct 26 11:05:59  2023,一切～为了～人民～😅
美女小熊罗曼史,海南 海口,Thu Oct 26 11:04:34  2023,企业就是除夕可以休息  但是后面得调回来  要不就自己请假！[黑线]
家有大雕,其他,Thu Oct 26 11:02:47  2023,如果放不起给韩国吧放不起给韩国吧
家有大雕,其他,Thu Oct 26 10:59:51  2023,如果放不起给韩国吧
有只黑猫叫豆浆,陕西,Thu Oct 26 10:57:37  2023,何不食肉糜
光痕星泪,陕西 西安,Thu Oct 26 10:51:07  2023,草拟码
薄荷冰美式__,其他,Thu Oct 26 10:46:20  2023,专家什么是专家，看数据分析的专家？好笑
以及谣传,河北,Thu Oct 26 10:45:51  2023,跟私人的工厂也没啥关系     25就休息  正月十六再上班
南华庭余,北京,Thu Oct 26 10:45:44  2023,好的，坚定了我摆烂的决心[中国赞]
美少年型男,广东,Thu Oct 26 10:37:52  2023,元芳，你怎么看
龙乾獄海,其他,Thu Oct 26 10:36:06  2023,生育率还是太高了
嚣张肖张小爱,福建 厦门,Thu Oct 26 10:25:25  2023,发明调休是行走的50万吧[摊手] 漠视了传统节日！！再过几年也就没有所谓的年了[摊手][裂开]
清浅而下,其他,Thu Oct 26 10:24:07  2023,为什么一定要调休，不能多放一点吗，其他节假日不说，春节就不能多放点？3天有2天都在路上，这过的是什么春节，年味越来越淡也有一点这个原因吧，不是在赶回家就是赶回去上班。
Leslie丶無界,安徽 合肥,Thu Oct 26 10:22:44  2023,你在考验各位老板？
迷茫的楹,甘肃 兰州,Thu Oct 26 10:20:28  2023,年货都没时间购买了
不知to,其他,Thu Oct 26 10:19:35  2023,真特么的无语
阿sei_,上海 浦东新区,Thu Oct 26 10:18:28  2023,[微笑]话说春节在中国传统里不是回家团圆，合家欢乐，走亲戚的日子吗？怎么变成促进旅游的谈资了？意思是大家都不要回家了？大家都搞分裂主义？
阿sei_,上海 浦东新区,Thu Oct 26 10:14:14  2023,[微笑]哦哦，欢乐祥和=年三十上班，难道中国人不用过年了是吧
梦居居士,其他,Thu Oct 26 10:09:01  2023,其实有没有一种可能，在外务工的人有的离家很远，坐火车/客运汽车少说要一天的时间，而“除夕”这个节日对07年以后工作的人们来说都挺重要的，毕竟意味着在这一天一家人可以团团圆圆坐在一起吃个饭。不然也不会有“春运热潮”这种盛大的场面了。
Candysl_,河南 商丘,Thu Oct 26 10:06:11  2023,08年广州春运事件，40万人滞留火车站，遭受严寒冰冻，踩踏，缺食物，整整十一天……就是从那次开始，用人命你逼成了基建狂魔，高铁开始极速发展。当初那种情况下，大家依旧要回家过年，政府，警察，群众都做了多少努力，就是为了能让所有人回家过年。 如果连过年都没有了的中国人，那还算是中国人吗？
Melcidith,广西 南宁,Thu Oct 26 10:01:28  2023,所以，为什么不直接法定放够三天或七天，而非要调呢
鼠鼠_-我呀,其他,Thu Oct 26 10:01:00  2023,文章写尽太平事，不肯俯首见苍生！
H先生vv,安徽 芜湖,Thu Oct 26 09:58:45  2023,平时周六还没薅够，除夕也要被薅走？
以勇为谋,北京 东城区,Thu Oct 26 09:57:21  2023,定假期的妈没了不用回家？
用户6970986596,江苏,Thu Oct 26 09:56:56  2023,一步一步试探老百姓的底线
熙銘ad,湖南,Thu Oct 26 09:56:06  2023,今年的春晚也取消吧，没有一家人坐在一起看春晚，春晚还有什么意思
御坂妹妹vv,其他,Thu Oct 26 09:51:57  2023,什么叫专家？那明明叫脑残
手抚情书,其他,Thu Oct 26 09:41:37  2023,中国人何苦为难中国人呢[费解]
风耀199908,其他,Thu Oct 26 09:40:30  2023,你家人没了谢谢[打call]
大鱼炖海棠198203,其他,Thu Oct 26 09:37:45  2023,求求老爷们了，俺要吃年夜饭[泪][泪][泪]
222222222冇了,其他,Thu Oct 26 09:32:39  2023,为啥还要放假，建议全部上班
看一夜星空,广西 南宁,Thu Oct 26 09:32:24  2023,呵呵
哪莳硴鐦,辽宁 沈阳,Thu Oct 26 09:27:41  2023,不调休 增加假期
鹿梦梦958,河南 南阳,Thu Oct 26 09:27:29  2023,咱就是说除夕不放假还过个什么年，而且我啊，正找工作呢，突然这样的，那我还能不能找了[苦涩][苦涩][苦涩]
孜忱,其他,Thu Oct 26 09:26:06  2023,哎呀 我兔
辰九77,其他,Thu Oct 26 09:25:51  2023,干点正事吧，养这些人有什么用
西余跑跑,其他,Thu Oct 26 09:25:06  2023,除夕是中国人最重要的日子吧，是一种情结，一想到小孩以后可能连过年都不知道是什么了就觉得挺悲哀。
北京回龙观医院新新,北京,Thu Oct 26 09:25:02  2023,除夕白班，初一夜班，初四初五白班，初六夜班[笑cry][笑cry][笑cry]医院就是不放假
闲鱼咸鱼咸h,浙江 金华,Thu Oct 26 09:25:00  2023,说得好，就是除夕不回家是不是年货也不用买了
哟吼吼噗嗤,四川 成都,Thu Oct 26 09:23:06  2023,韩国这个时候放一个比这个长的假 再申请下
冰风血夜,其他,Thu Oct 26 09:23:02  2023,唉，已经病了[泪]
辰九77,其他,Thu Oct 26 09:22:14  2023,站着说话不腰疼
i未必,山东 青岛,Thu Oct 26 09:22:04  2023,我就想知道 谁研究的 本来假就少 好家伙干到大年三十
哟吼吼噗嗤,四川 成都,Thu Oct 26 09:17:56  2023,以后都是韩国的节日 给你放假都是给你脸了
梧桐Geoff,上海,Thu Oct 26 09:16:01  2023,我就想问一下那些做决定的人大年三十要上班吗？除夕夜需要在路上过吗？如果他们也在路上过我就平衡了
朝山慕下,安徽,Thu Oct 26 09:15:54  2023,疯了吧！本来上班就心情不好连除夕都不给回去？什么意思啊，这么多人不满看不到吗？
宏伟9086,江苏 南京,Thu Oct 26 09:15:48  2023,一年最重要的节日是春节，春节最重要的时刻是除夕，你这是搞哪一出啊，脑子怎么想的？民众那么大的怨言看不见吗？
反方向的猫66,其他,Thu Oct 26 09:14:42  2023,我求你了别听专家的了，不把除夕当传统节日了是吧
夏沫沫央,广东 梅州,Thu Oct 26 09:13:45  2023,为什么不是鼓励企业初八带薪休假？一样实现长达9天的“超级黄金周”
是生椰桂圆呀,广东 东莞,Thu Oct 26 09:13:06  2023,看完才知道原来除夕那天可以休假
爽口苦瓜茶,海外,Thu Oct 26 09:10:08  2023,真诚的建议脑子去检查一下哦
阿苑儿苑儿,北京,Thu Oct 26 09:07:13  2023,真是不知民间疾苦啊
堕堕呀,其他,Thu Oct 26 09:07:08  2023,中国人都明白除夕是一个年的重要性，对每个在外游子，对每个家庭的意义，能把除夕假期舍掉的通知到底是哪位想出来的[喵喵]是中国人吗
Comprom1se,海外,Thu Oct 26 09:05:26  2023,放屁
起了一堆名字都重复,其他,Thu Oct 26 09:04:03  2023,我回家坐飞机经停要12个小时，从毕业开始每年就只有春节回家团圆，今年只能在路上过除夕了
小王想长高-,其他,Thu Oct 26 09:02:37  2023,马上要毕业的大学生第一次意识到即将要失去寒暑假开始感到恐慌[泪][泪][泪]
吾披蓑衣钓江雪,其他,Thu Oct 26 09:00:14  2023,你不劳动，那些享福的人怎么办
windbro,上海 金山区,Thu Oct 26 08:59:50  2023,奇葩！没有人性化！打乱了吃年夜饭的安排！
in帝阿伦,陕西 宝鸡,Thu Oct 26 08:59:31  2023,韩国人可以光明正大的说春节是他们的了
梦如浩然,海南,Thu Oct 26 08:58:35  2023,我建议专家不要建议
瞄准喝儿推,北京 顺义区,Thu Oct 26 08:58:17  2023,最近这些荒唐的事情都不多评价   就这个除夕不放假  气死了  都是些什么“专家”  没妈吗？？没家吗？？ 你有保姆做好年夜饭  别人没有  谁家的年夜饭能自己蹦上桌
糅合之魔眼,其他,Thu Oct 26 08:56:54  2023,送韩国吧受不了了大哥[裂开]
茶子良,其他,Thu Oct 26 08:53:18  2023,可能小编都没有父母，没有家人。怎么知道过年这种感受[爱你][爱你]
404NotFound_______,天津,Thu Oct 26 08:53:13  2023,鼓励用的好？？？带薪休假？？？放假的时候讲劳动法了，一到正常上班到时候就屁都不说了。搞笑[doge]
07qiner,贵州,Thu Oct 26 08:52:52  2023,[doge]再这么搞中国会不会出现新的党派
Ashrin凛然,河北,Thu Oct 26 08:51:38  2023,史
木子111168384,山西 太原,Thu Oct 26 08:47:46  2023,我怎么看？我看你🐎[微笑][微笑]
大毛毛1010,北京,Thu Oct 26 08:47:01  2023,支持韩国申遗！！！！
大JL女王show,北京 朝阳区,Thu Oct 26 08:44:38  2023,我不上班的都看不下去了，[跪了]闭上你的嘴哈
7sharpflower,其他,Thu Oct 26 08:44:28  2023,真的破防，失望透顶
雩风初八-,其他,Thu Oct 26 08:44:10  2023,[举手]你这样我可要到韩国发展了哦.人家假期可多呢.比你这点小鼻嘎大方多了[太开心]
风和有鱼,其他,Thu Oct 26 08:42:35  2023,30希望晚上能准时到家不会堵车在路上[苦涩]
手残芒,上海 宝山区,Thu Oct 26 08:42:22  2023,你猜我怎么不休假一辈子，大师黄金周
能不能别歪,安徽,Thu Oct 26 08:41:54  2023,垃圾
阿糕是个小福星,四川 成都,Thu Oct 26 08:35:51  2023,消费个锤子[微笑]
Chihiro-pj,陕西 西安,Thu Oct 26 08:33:01  2023,太魔幻了现在，后面还会再出什么魔幻政策呢？？？？
Labaleine,北京,Thu Oct 26 08:31:20  2023,年轻人都去大城市，割断了老一辈的亲戚关系。现在春节除夕这种大日子也上班，越来越也无所谓节日团聚与否，慢慢的也会逐渐割断传统节日必须要团聚一起的感情，大家也不生孩子不结婚，这一代人越来越了无牵挂，挺好的
Lin琳妹er,其他,Thu Oct 26 08:29:04  2023,我真无语了，不行给隔壁申遗了吧[笑cry]
暗中暴富暴快乐,吉林 长春,Thu Oct 26 08:27:44  2023,强盗逻辑
v阿丑,其他,Thu Oct 26 08:27:10  2023,老板大发慈悲就能回乡吃上年夜饭，老板不乐意你就得在异地点外卖给他干[爱你]
ThumB765,其他,Thu Oct 26 08:24:20  2023,当算当保安了，爱谁建设谁建设，爱谁奉献谁奉献
