内容,主题概率,主题类型
海欣 正宗 爆汁 鱼丸 好吃 送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道 口感 牌子 淀粉 丸子 真材实料 真不错 好吃 确实 丸子 真的 鱼肉 实体店 颜色 喜欢 值得 购买 产品 安维 美国 原味 薯条 薯条 冷冻 速食,"[(2, 0.9926217)]",2
海欣 牌子 不负众望 很鲜 很香 感觉 火锅 麻辣 香锅 麻辣烫 食材 这鱼 豆腐 好吃 味道鲜美 可贵 添加剂 味道 鱼肉 味道 海欣大 品牌 京东 自营 保证 火锅 首选 海欣鱼 豆腐 真的 好吃 价格比 市场 那种 按斤 散装 豆腐 好吃 每次 吃火锅 方便面 烧烤 离不开 海欣鱼 豆腐 喜欢 京东 生鲜 冷冻 食品 送货到 安心 海欣 豆腐 质量 个头 味道 活动 打折 减券 四袋 吃光 五斤 儿子 喜欢 这块 豆腐 不论是 涮锅 泡面 火鸡 豆腐 用途 儿子 喜欢 牌子 口味 豆腐,"[(1, 0.9907381)]",1
海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜 丸子 搭配 味道 多样化 家里 丸子 京东 自营 品质 保证 海欣 鱼丸 不错 吃面 汤放 好吃 很鲜 操作 喜欢 鱼丸 拿到 新鲜 灌汤 鱼丸 千克 每袋 鱼丸 个头 均匀 大小 适中 做法 适合 色泽 洁白 皮薄 肉馅 鲜嫩 汤汁 爽口 外皮 好吃 包心 鱼丸 个头 很大 皮有 弹性 自然 鱼香 易熟 馅料 好吃 食材 新鲜 可口 灌汤 咸度 正好 大部分 口味 一大 袋量 煮熟 特别 显大 建议 性价比 鱼丸 超市 规格 鱼丸 便宜 超值 推荐 京东 送货 很快 包装 仔细 快递 小哥 背着 保温箱 送来 服务 一如既往 满意,"[(2, 0.99393207)]",2
海欣 正宗 爆汁 鱼丸 好吃 送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道 口感 牌子 淀粉 丸子 真材实料 真不错 好吃 确实 丸子 真的 鱼肉 实体店 颜色 喜欢 值得 购买 产品 安维 美国 原味 薯条 薯条 冷冻 速食,"[(2, 0.9926217)]",2
海欣 牌子 不负众望 很鲜 很香 感觉 火锅 麻辣 香锅 麻辣烫 食材 这鱼 豆腐 好吃 味道鲜美 可贵 添加剂 味道 鱼肉 味道 海欣大 品牌 京东 自营 保证 火锅 首选 海欣鱼 豆腐 真的 好吃 价格比 市场 那种 按斤 散装 豆腐 好吃 每次 吃火锅 方便面 烧烤 离不开 海欣鱼 豆腐 喜欢 京东 生鲜 冷冻 食品 送货到 安心 海欣 豆腐 质量 个头 味道 活动 打折 减券 四袋 吃光 五斤 儿子 喜欢 这块 豆腐 不论是 涮锅 泡面 火鸡 豆腐 用途 儿子 喜欢 牌子 口味 豆腐,"[(1, 0.99073845)]",1
海欣 正宗 爆汁 鱼丸 好吃 送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道 口感 牌子 淀粉 丸子 真材实料 真不错 好吃 确实 丸子 真的 鱼肉 实体店 颜色 喜欢 值得 购买 产品 安维 美国 原味 薯条 薯条 冷冻 速食,"[(2, 0.9926218)]",2
海欣 牌子 不负众望 很鲜 很香 感觉 火锅 麻辣 香锅 麻辣烫 食材 这鱼 豆腐 好吃 味道鲜美 可贵 添加剂 味道 鱼肉 味道 海欣大 品牌 京东 自营 保证 火锅 首选 海欣鱼 豆腐 真的 好吃 价格比 市场 那种 按斤 散装 豆腐 好吃 每次 吃火锅 方便面 烧烤 离不开 海欣鱼 豆腐 喜欢 京东 生鲜 冷冻 食品 送货到 安心 海欣 豆腐 质量 个头 味道 活动 打折 减券 四袋 吃光 五斤 儿子 喜欢 这块 豆腐 不论是 涮锅 泡面 火鸡 豆腐 用途 儿子 喜欢 牌子 口味 豆腐,"[(1, 0.9907377)]",1
京东 生鲜 价格 实惠 品质 送货 满意,"[(0, 0.052178178), (1, 0.0543193), (2, 0.89350253)]",2
收到 第一 时间 包装 质量 卖家 描述 超出 期望值 包装 仔细 严实 满意 购物 感谢 卖家 正品 质量 价格低 比价 物美价廉 物有所值 朋友 说好 服务 热情 物流 包装 递给 卖家 信誉 发货 速度 很快 价格 更是 别家 实惠 质量 卖家 描述 完全一致 超出 期望值 包装 仔细 满意 购物,"[(1, 0.9849926)]",1
口味 价格合理 推荐 便宜 京东 物流 速度 超快 值得 购买,"[(0, 0.036392853), (1, 0.92755127), (2, 0.036055848)]",1
物流 很快 肉燕 购买 鲜美 五星 好评,"[(0, 0.044906434), (1, 0.049847316), (2, 0.90524626)]",2
凌晨 三点 多下 够早 当天 下午 四点 半多 收到 东西 京东 承诺 送货 时间 演变成 快递 收件人 之间 矛盾 真的 无语 中午 吃饭 食材 一等 忍无可忍,"[(0, 0.014168765), (1, 0.97267044), (2, 0.013160776)]",1
订单 健康 旗舰店 体检 始终 预约 不上 月底 尝试 预约 告知 城市 预约 手机 下单 预留 手机号 商家 京东 拒绝 赔付 虚拟 商品 订单 页面 显示 二维码 密码 订单 购买 第二天 显示 发货 物流 公司 物流 记录 自取 状态 二维码 手机 确认 体检 回复 信息 商家 泄露 责任 推卸 身上 请问 泄露 欺诈 京东 拒绝 赔付 欺人太甚 法治 公道 京东 绝望,"[(2, 0.98722756)]",2
感觉 冷鲜 食品 保温 措施 塑料袋 包装 放在 快递 食品 都化 温度 很难说 变质 快递 小哥 一点 保温 措施 商家 保温 措施 沟通 客户 承担 时间 成本 退货 客户 承担责任 没想到 京东 物流 变得 之差 体验 最差,"[(0, 0.980486)]",0
东西 快递 延迟 配送 关键 催促 客服 不上 影响 心情 电话 退货 收到 坏掉 客服 不上 页面 申请 换货,"[(0, 0.01957604), (1, 0.020081935), (2, 0.96034205)]",2
下午 下单 一包 鸡翅 当天 晚饭 降到 下单 鸡胸肉 降到 下单 鸡翅 一份 当天 送到 降价 产品 配送 想要 退货 购买 页面 显示 送到 鸡翅 快递费 京东 支持 差价 退货 没想到 收货 京东 生鲜 支持 差价 差价 产品 差价 评理,"[(0, 0.98210526)]",0
京东 运输 冷冻 时间 太长 新鲜 融冰,"[(0, 0.04494995), (1, 0.90913796), (2, 0.04591207)]",1
生鲜 肉类 泡沫 包装 当天 有事 没去 快递 隔天 保鲜 包装 通知 朋友 帮忙,"[(0, 0.9493009), (1, 0.026382897), (2, 0.024316244)]",0
上次 新鲜 早前 圣农 物流 泡沫 六袋 那种 新鲜 鸡胸肉 肉质 鲜嫩 长期 冻库 灰白色 肯定 环节 实在 不行 只能 牌子,"[(0, 0.9657013), (1, 0.017475277), (2, 0.01682343)]",0
失望 电话 速冻 食品 快递 泡沫 京东 网购 发现 京东 自营 京东 物流 服务 变差 希望 有所改善,"[(0, 0.02256769), (1, 0.9541354), (2, 0.023296854)]",1
快递 负责 商品 没什么 商家 地道 文字游戏 愉快 购物 体验,"[(0, 0.03523702), (1, 0.035495315), (2, 0.92926764)]",2
配送 塑料袋 包装 垃圾 这是 冷冻 食品 快递 保冷 措施 夏天 再也不会 生鲜,"[(0, 0.94685936), (1, 0.026794547), (2, 0.026346143)]",0
说实话 一颗 不想 生鲜 快递 极差 收到 显示 签收 签收 星期 收到,"[(0, 0.030445334), (1, 0.942006), (2, 0.027548643)]",1
失望 电话 速冻 食品 快递 泡沫 家里 有人,"[(0, 0.91210145), (1, 0.043950293), (2, 0.043948293)]",0
失望 电话 速冻 食品 快递 泡沫,"[(0, 0.88679886), (1, 0.058324903), (2, 0.05487621)]",0
京东 快递,"[(0, 0.7340213), (1, 0.13493979), (2, 0.13103892)]",0
垃圾 送货,"[(0, 0.75240237), (1, 0.12524189), (2, 0.12235578)]",0
差评 理由 京东 快递 物流 送货 质量 太差 随手 满意 京东 快递 物流 送货 质量 理由 第一 送上门 送到 马路边 出动 电动车 特别 搞笑 大袋 东西 袋子 提手 摔断了 包装 摔破,"[(0, 0.97598666), (1, 0.012370558), (2, 0.011642781)]",0
差评 快递 京东 送到 威胁 东西 负责 喂奶 实在 去取 快递 苏州 京东 快递 送货 顺心 快递 打电话 东西 楼下 为啥 办个 京东,"[(0, 0.96833926), (1, 0.016063066), (2, 0.015597651)]",0
外包装 泡沫 快递 员用 一种 包装 鸡肉 京东 太差 差评,"[(0, 0.9355059), (1, 0.032732666), (2, 0.03176144)]",0
物流 商家 送来 生鲜 冷冻 产品 保温箱 不配,"[(0, 0.042583656), (1, 0.044144493), (2, 0.9132719)]",2
京东 几年 东西 送货上门 反馈 物流 客服 工号 京东 客服 快递 送货上门 快递 更改 收件 时间 情有可原 就行 刷新 三观 口头上 教育 就行了 京东 不行 收钱 第一名,"[(0, 0.012868651), (1, 0.013237233), (2, 0.9738941)]",2
送货 安装 几天 安装,"[(0, 0.07443323), (1, 0.8542899), (2, 0.07127684)]",1
送货 货到 预约 售后 安装,"[(0, 0.06508248), (1, 0.8581214), (2, 0.076796085)]",1
送货 安装 日买 安装,"[(0, 0.07447698), (1, 0.85471296), (2, 0.07080999)]",1
送货 安装,"[(0, 0.13578328), (1, 0.7413942), (2, 0.12282245)]",1
拖拉 送货 送货 安装 天到 不上 安装,"[(0, 0.04548547), (1, 0.90872586), (2, 0.045788683)]",1
快递 不通 站点 不通 安装 人员 电话 不通,"[(0, 0.040787574), (1, 0.91995543), (2, 0.039256994)]",1
送货 没派 人来 安装,"[(0, 0.074614115), (1, 0.5199823), (2, 0.4054036)]",1
送货 安装 上门 安装 真的 夏天,"[(0, 0.05831731), (1, 0.8911799), (2, 0.050502796)]",1
送货 安装时间 不准 安装费 太贵 索要 好评,"[(0, 0.90684396), (1, 0.045347735), (2, 0.047808286)]",0
送货 速度 没人来 安装 购买 显示 第二天 安装 星期,"[(0, 0.038774665), (1, 0.92478675), (2, 0.036438648)]",1
星是 快递 安装 师傅,"[(0, 0.8500142), (1, 0.07934626), (2, 0.070639476)]",0
这是 购物 体验 发货 东西 物流 凭证 影响 安装 进度 正品 掉包 还好 客服 帮忙 解决 总算 安装,"[(0, 0.02129665), (1, 0.16536337), (2, 0.81333995)]",2
送货 速度 挺快 空调 买来 装着 电话 第二天 来装 第四天 音讯 空调 买来 放着,"[(0, 0.024793467), (1, 0.9510341), (2, 0.024172401)]",1
一点 满意 送货 安装 推迟时间,"[(0, 0.0627366), (1, 0.8763876), (2, 0.06087582)]",1
送货 安装,"[(0, 0.13577478), (1, 0.74140304), (2, 0.12282221)]",1
送货 安装 预约 安装 下午 安装,"[(0, 0.058163516), (1, 0.88753283), (2, 0.05430366)]",1
付款 送货 安排 工程师 安装,"[(0, 0.8789969), (1, 0.060952768), (2, 0.06005029)]",0
送货 安排 安装 购买 多天 安装 只能 格力 招牌,"[(0, 0.92516166), (1, 0.038582645), (2, 0.0362557)]",0
空调 送货 安装 拖拉 高考 不让 安装 骂人,"[(0, 0.039672814), (1, 0.9218563), (2, 0.038470935)]",1
送货 延误 货没到 安装 人员 货到 没人 快递 晚上 十点 打电话 送货,"[(0, 0.028764928), (1, 0.94241744), (2, 0.02881764)]",1
送货 很快 几天 安装 没人 安装 售后 差劲,"[(0, 0.042167768), (1, 0.9183934), (2, 0.039438847)]",1
噪声 物流 速度慢,"[(0, 0.09278272), (1, 0.0921412), (2, 0.8150761)]",2
送货 安装 半个 空调 摆在 人来 安装,"[(0, 0.050413366), (1, 0.9053158), (2, 0.044270813)]",1
送货 安装 送货 安装 人理 一条 短信 通知 安装 忽视 预约 时间 格力 销量 不错 安装 排队 半个,"[(0, 0.019408682), (1, 0.96123093), (2, 0.019360352)]",1
格力 买货 送货 五天 安装 十天 音讯全无 支持 国货,"[(0, 0.037078418), (1, 0.92840534), (2, 0.034516238)]",1
送货 速度 挺快 安装 第一天 打电话 第二天 安装 第二天 打电话 第三天 安装 安装工人 态度恶劣,"[(0, 0.026097607), (1, 0.95032334), (2, 0.023579046)]",1
各亲 千万别 京东 格力空调 筒管 接口 墙上 到时候 漏水 负责 退货 快递费,"[(0, 0.02757591), (1, 0.026498044), (2, 0.9459261)]",2
送货 安装 打电话 几次 不来,"[(0, 0.06927968), (1, 0.86287117), (2, 0.06784918)]",1
送货 速度慢 安装,"[(0, 0.7894796), (1, 0.11173605), (2, 0.098784305)]",0
送货 安装 承诺 付款 第三天 安装 诚信 格力,"[(0, 0.9182184), (1, 0.043003596), (2, 0.038778078)]",0
配送 师傅 送货上门 货一 安装 师傅 电话 不接 客服 推脱 没买 建议,"[(0, 0.9413727), (1, 0.030509965), (2, 0.028117282)]",0
感谢 快递 小哥 送货 速度 很快 售后 到货 安装 预约 时间 明天 明天 后天,"[(0, 0.026447678), (1, 0.94450325), (2, 0.029049119)]",1
下单 送货 晚上 送到 说好 一早 安装 一上午 不来,"[(0, 0.03962083), (1, 0.9240137), (2, 0.036365557)]",1
快递 服务 收到 五天 师傅 上门 安装 差评,"[(0, 0.9169196), (1, 0.04426008), (2, 0.038820375)]",0
京东 物流 不错 到家 几天 催人 没来 安装 实体店,"[(0, 0.036320377), (1, 0.2028046), (2, 0.760875)]",2
格力 质量 送货 很快 保价 安装 降价 真心,"[(0, 0.04835214), (1, 0.9048956), (2, 0.046752255)]",1
物流 送货 暴力 外机 弄坏了 品牌 美的 同级 酷金 便宜 几百,"[(0, 0.030490683), (1, 0.9394883), (2, 0.030021029)]",1
送货 安装 原本 支架 安装 人会 软硬 打孔 支架,"[(0, 0.036580242), (1, 0.9290325), (2, 0.03438723)]",1
外形 外观 外机 破损 京东 送货 快递 帮忙 外包装 同意 老人 在家 外机 破损 外包装 京东 同意 退货 格力 送货 安装 安装 两次 真空 格力 售后 第一次 分钟 第二次 十分钟 静音 效果 开机 作响 真空 导致,"[(0, 0.20975634), (1, 0.011718581), (2, 0.77852505)]",2
本来 评论 送货 安装 安装 沟通 几次 排队 几天 先派 两个 专业 位置 墙面 还吵 半天 两个 师傅 装好 墙面 一大 色差 补丁,"[(0, 0.015086459), (1, 0.970185), (2, 0.014728541)]",1
过程 艰辛 心累 安装 塑料 味道 评价 辛苦 快递 师傅 晚上 十点 冒雨 送货,"[(0, 0.026858484), (1, 0.35574177), (2, 0.61739975)]",2
免费 送货上门 安装 品牌 不用 安装费 格力 多收 两百 品牌 拉进 黑名单,"[(0, 0.94316584), (1, 0.029435158), (2, 0.027398992)]",0
感谢 快递 冒雨 送货 辛苦 安装 评价,"[(0, 0.050652817), (1, 0.8980928), (2, 0.0512544)]",1
物流 速度 产品质量 安装 售后 不行 差评,"[(0, 0.8978229), (1, 0.05400773), (2, 0.048169307)]",0
送货 很快 安装 太慢 第三天 安装,"[(0, 0.062059533), (1, 0.88697314), (2, 0.050967287)]",1
空调 格力 按装 效率高 电话 服务 热情 不接 送货 装好,"[(0, 0.9337242), (1, 0.034182515), (2, 0.032093227)]",0
送货 小哥 安装 师傅 不错 空调 扫风 会有 异响,"[(0, 0.04192865), (1, 0.16887979), (2, 0.7891916)]",2
空调 师傅 窗台 踩坏了 安装 好后 空调 噪音 售后 师傅 纱窗 踩坏了 揪心 来回 好几趟 申请 换货 师傅 检查 运输 过程 变形 导致 噪音 时好时坏,"[(0, 0.97213924), (1, 0.0143639), (2, 0.013496888)]",0
物流配送 给力 安装 师傅 到位,"[(0, 0.06527195), (1, 0.87550676), (2, 0.059221312)]",1
送货 安装 产品 解密 提前 客户 通知 安装 师傅 说装 京东 指定 安装 师傅 不包 安装 客户 服务 到位,"[(0, 0.019054187), (1, 0.96301806), (2, 0.017927721)]",1
空调 很快 安装 师傅 不到 安装 条件 安装 请问 空调 安装 双十 一买 空调 人多活 一看 安装 麻烦 果断 退货 物流 挺快,"[(0, 0.01578781), (1, 0.96650136), (2, 0.017710803)]",1
送货 挺快 迟不来 安装 预约 十多天 十多天 夏天 空调 两三天 十几天 过分 咨询 耐心 等待 实体店 没货 网购 安装 速度 自行 体会 不能自己 师傅 安装,"[(0, 0.014428705), (1, 0.22183494), (2, 0.76373637)]",2
送货 安装 安装 人员 电话 不通,"[(0, 0.052511625), (1, 0.8962142), (2, 0.051274177)]",1
物流 货到 几天 师傅 安装,"[(0, 0.05996383), (1, 0.87617975), (2, 0.06385647)]",1
空调 有开 没开 送货 安装 师傅 态度 空调 只能 风扇,"[(0, 0.035116177), (1, 0.93211424), (2, 0.032769576)]",1
送货 安装 月份 安装 空调 机架 收费 收费,"[(0, 0.21159293), (1, 0.7485785), (2, 0.039828584)]",1
送货 很快 安装 师傅 咋整,"[(0, 0.86329395), (1, 0.07504311), (2, 0.061662953)]",0
东西 安装 这方面 跟不上 无人 负责 安装 一个多 星期 家里 预约 快递 好评 关系不大,"[(0, 0.028890215), (1, 0.028342886), (2, 0.9427669)]",2
快递 送到 安装 人员 售后 电话 不通,"[(0, 0.050610032), (1, 0.9024555), (2, 0.04693447)]",1
安装时间 物流 好评,"[(0, 0.10570152), (1, 0.7917542), (2, 0.10254432)]",1
安装 送货到,"[(0, 0.7121062), (1, 0.16946594), (2, 0.11842782)]",0
物流 师傅 安装 师傅 电话 不通 微信 公众 预约 安装 安装 师傅 打电话 第一回 格力 支持 国货 好样,"[(0, 0.01947934), (1, 0.96149236), (2, 0.019028243)]",1
送货 情况 更改 配送 时间 送到 没人来 客服 明天 有人 安装 再也不会 格力,"[(0, 0.03076636), (1, 0.6529189), (2, 0.31631482)]",1
快递 包装 破损 安装 打开 包装 压缩机 护板 挤压 变形,"[(0, 0.03608116), (1, 0.93157876), (2, 0.03234008)]",1
冲着 格力 品牌 物流 快点 安装 售后 一塌糊涂 格力 品牌 不缺 客户 至少,"[(0, 0.026637293), (1, 0.94756866), (2, 0.025794005)]",1
差评 京东 物流 格力 售后 京东 物流 不知情 情况 修改 配送 时间 安装 师傅 加辅材 打孔 伸出 窗外 高空作业 情况 表态 空调 免费 安装 收取 费用 咨询 客服 客服 安装 免费 师傅 自行解决 格力,"[(0, 0.010587639), (1, 0.97927153), (2, 0.010140771)]",1
一个月 送货 安装 等待 好多天 花钱买 罪受,"[(0, 0.90624696), (1, 0.04971455), (2, 0.04403851)]",0
送货 速度 安装 服务态度 制热 效果 真的 不好 下午 点到 晚上 点多 房间 真的 一点 热气,"[(0, 0.022039969), (1, 0.9569331), (2, 0.021027032)]",1
服务质量 送货 送错,"[(0, 0.10468862), (1, 0.80835533), (2, 0.08695602)]",1
送货 人员 回收 两个 安装 人员 不知 安装 两个 商品,"[(0, 0.032475024), (1, 0.9349777), (2, 0.03254724)]",1
有人 送货 安装 跟不上,"[(0, 0.8470572), (1, 0.078491375), (2, 0.07445137)]",0
京东 格力 客服 告诉 不用 格力 安装 质保 花钱 解锁 快递,"[(0, 0.93781745), (1, 0.03227465), (2, 0.029907882)]",0
京东 送货 速度 很快 安装 提供 信息 不通 空调 在家 星期,"[(0, 0.032453746), (1, 0.9347312), (2, 0.032815065)]",1
送货 安装 收获 一周 暂无 安装 人力,"[(0, 0.04430176), (1, 0.9120583), (2, 0.043639965)]",1
机子 送货 拆机 速度 装机 龟速 装机 师傅 借口 推脱 责任 未安 预约 时间 安装,"[(0, 0.95377487), (1, 0.023412671), (2, 0.022812475)]",0
送货 安装 慢老 不上,"[(0, 0.07218876), (1, 0.85179967), (2, 0.07601161)]",1
东西 第二天 送到 家里 家里人 接受 服务 快递 外包装 破损 服务 不错 第二天 安装 师傅 外机 盒子 打开 外机 凹陷 我爸 打电话 不清不楚 包装盒 凹陷 安装 第二天 外机 凹陷 头天 晚上 下单 第二天 到货 运输 途中 损坏 商家 发货 机器 损坏 发现 退回去 机子 外面 没发 拍照 失望,"[(1, 0.9838516)]",1
物流 很快 第二天 送到 售后 安装 感觉 一想 安装 夏天,"[(0, 0.034117848), (1, 0.9322772), (2, 0.033604916)]",1
收到 系统 自动 确认 收货 提前 通知 物流 电话 不通 解决,"[(0, 0.03412557), (1, 0.9324947), (2, 0.033379693)]",1
送货 很快 到货 三天 不上 安装 服务 网点 永远 通电话 师傅 电话 只接 发短信 来装 早上 师傅 京东 客服 格力 客服 解决,"[(0, 0.016172469), (1, 0.9682537), (2, 0.015573861)]",1
送货 显示 签收 退货 退款 京东 监守自盗,"[(0, 0.04606718), (1, 0.8999155), (2, 0.0540173)]",1
安装 商家 填写 送货 安装 信息 填写 日期 安排 协商 打乱 计划 落实 到位 建议 购买,"[(0, 0.95553976), (1, 0.022559343), (2, 0.021900903)]",0
物流 安装工 最差 体验,"[(0, 0.08492008), (1, 0.84370375), (2, 0.07137622)]",1
送货 地方 支架 需在 给钱 安装 师傅 天黑 安装,"[(0, 0.036864877), (1, 0.92847514), (2, 0.034659937)]",1
愉快 收货 快递 打开 安装 师傅 打开 安装 师傅 打开 发现 机器 物流 残次品 安装 师傅 没事 安装 难受,"[(0, 0.018546348), (1, 0.9635261), (2, 0.017927555)]",1
服务 人员 很棒 安装 师傅 送货 师傅 很棒 一星 原因 几天 太忙 时间 点评 客服 不停 打电话 评价 真的 讨厌 烦死,"[(0, 0.016033584), (1, 0.9678804), (2, 0.016085975)]",1
私自 物流 一线 城市 一台 空调 星期,"[(0, 0.24761097), (1, 0.70865464), (2, 0.043734413)]",1
差评 服务 商品 确认 效果 送货 安装 小时 之内 安装 两天 客服 推右 责任 头天 晚上 安装 师傅 安装时间 态度 不好,"[(0, 0.96431166), (1, 0.018633509), (2, 0.017054833)]",0
一星 物流 师傅 奥克斯 空调 最起码 配件 扎布 出厂 售卖 客服 说会 专人 天都 没个 打电话 客服 真的 出钱 安装 师傅,"[(0, 0.015937971), (1, 0.96766853), (2, 0.01639349)]",1
赠送 东西 不送 师傅 送货上门 收费 保修卡 商家 商家 防患 详情 静音 特意 商家 静音 商家 静音 噪音 超级,"[(0, 0.964213), (1, 0.017809238), (2, 0.017977808)]",0
送货 缓慢 在家 半夜 第二天 接到 奥克斯 厂家 售后 电话 上门 远程 家里 电器 京东 购买 第一次 听到 上门 安装 远程 不用 打电话 回访 我要 卸载 京东,"[(0, 0.01323616), (1, 0.97363186), (2, 0.013131952)]",1
活动 赠品 标明 空调 收货 后迟 不发 发货 半个 没收 最终 显示 签收 客服 态度 五次 解决问题 没次 结论 回复 最终 推脱 快递 公司 差评,"[(0, 0.96983325), (1, 0.016192585), (2, 0.013974171)]",0
答应 发货 时间 发货 几天 发货 不到 显示 调货 客服 推脱 客服 物流 公司 快递 公司 联系方式 物流 隔天 推脱 半个 到货 赠送 东西 提示 货物 发出 多天 客服 客服 几天 发出 一个月 发出 本次 购买 满意 希望 慎重 购买,"[(1, 0.9813503)]",1
这天 拍下 两台 奥克斯 空调 空调 发货 物流 很快 售后 安装 环节 碎了心 事情 奥克斯 安装 师傅 电钻 海边 房子 墙壁 专用 电钻 顺利 打孔 打孔 师傅 打孔 安装 奥克斯 售后 客服 客服 处理事件 方式 方法 态度 电话 一肚子 不抱 希望 今天上午 工人 师傅 选择 退货 也许 这句 作用 师傅 安装 等待 师傅 安装 两天 时间 这件 事中 终于 明白 奥克斯 空调 市场 难以 占据 很大 市场份额 很大 售后 一块 告知 买家 不想 添堵 品牌 空调 售后 保障 放心 放心,"[(1, 0.99126005)]",1
开到 一点 不凉 怀疑 匹数 空调 开了个 寂寞 冷暖 效果 差劲 送货 安装 静音 效果,"[(0, 0.9542452), (1, 0.023353642), (2, 0.022401193)]",0
到货 晚上 安装 麻烦事 市区 收取 远程 开孔费 支架 没人来 安装 京东 物流 客服 两个 电话 打爆 没用 一万个 一万个 差评 差评,"[(0, 0.016469363), (1, 0.9684266), (2, 0.015104056)]",1
送货 态度 物流,"[(0, 0.105238914), (1, 0.11308031), (2, 0.78168076)]",2
商品 售后 特别 态度恶劣 极致 特别 物流 速度 态度,"[(0, 0.040686145), (1, 0.9188102), (2, 0.040503714)]",1
送货 失信 时间 空调 没送 告知 客户 空等 电话 客服 回复 物流配送 极差 客服 解决不了 天后 送货 配送 物流 空调 你家,"[(0, 0.018900149), (1, 0.021205122), (2, 0.9598948)]",2
本来 评价 可惜 京东 物流 人为 操作 送个 送货 一个月 送货 配送 京东 杭州 中心 经理 指示 次后 总算 送货到 耽搁 家里 空调 安装 时间 赠品 差点 领到 可恨 至极,"[(0, 0.014057078), (1, 0.01392039), (2, 0.97202253)]",2
愉快 收货 快递 打开 安装 师傅 打开 安装 师傅 打开 发现 机器 物流 残次品 安装 师傅 没事 安装 难受,"[(0, 0.018530576), (1, 0.96354216), (2, 0.017927255)]",1
送货 安装 安装 本来 爸妈 差评 算了 事情 过程 奥克斯 客服 客服 两年 保修期 补偿 天给 卡号 安装 师傅 态度 特别 安装,"[(0, 0.015940228), (1, 0.9680337), (2, 0.016026102)]",1
商品 物流 显示 下单 打电话 旺季 理解 安装 师傅 只带 架子 带来 打个 圆洞 感觉 强行 消费 天热,"[(0, 0.019454772), (1, 0.96091664), (2, 0.01962863)]",1
几次 时间 降价 还好 京东 价格 保护 店铺 活动 参加 客服 告诉 商品 整体 店铺 满意 活动 套路 太多 线下 实体店 划算 整体 样子 送货 原因 系统 几次 通知 样子 满意 耽搁 装修 进度 装修 师傅 工作 赠送 时效 索赔,"[(1, 0.357435), (2, 0.6332513)]",2
垃圾 售后 打孔 安装 咨询 网点 安排 忽悠 安装 没孔 不行 浪费 时间 品牌 空调 至少 成都市 郫都区 样子 好几家 打孔 安装 品牌 差评 物流 京东 售后 不行 后悔 没看 差评 退货,"[(0, 0.012784448), (1, 0.28650773), (2, 0.70070785)]",2
冷暖 效果 这台 机子 在家 睡过 好觉 一点 省心 大半夜 热醒 吐槽 半夜 奥克斯 真的 会谢 漫长 反思 自信 会买个 玩意 多半 天气 热昏 静音 效果 广告 广告 奥克斯 奥克斯 较真 送货 安装 送货 安装 艺术 第一次 晚上 铜管 晚上 睡觉 晚上 制冷 兴许 天里 着凉 贴心 第二天 检查 告知 解决 心满意足 送走 师傅 道谢 天热 一趟 转眼间 周末 好家伙 晚上 送风 屏幕 网上 一查 多半 真的 挺棒,"[(1, 0.09309988), (2, 0.9014635)]",2
差评 服务 商品 确认 效果 送货 安装 小时 之内 安装 两天 客服 推右 责任 头天 晚上 安装 师傅 安装时间 态度 不好,"[(0, 0.96434015), (1, 0.018605072), (2, 0.017054778)]",0
